select_method_used,count,fraction
initial_positive_promote_long_ext,39,0.3482142857142857
initial_positive,33,0.29464285714285715
initial_positive_tangent,21,0.1875
initial_positive_ext,12,0.10714285714285714
initial_positive_promote_long_ext_tangent,3,0.026785714285714284
initial_positive_tangent_post_broad_overfit_ext_neighbor_recheck_right,1,0.008928571428571428
initial_positive_promote_long_ext_intskip1,1,0.008928571428571428
initial_positive_post_broad_overfit_ext_neighbor_recheck_right,1,0.008928571428571428
initial_positive_intskip1_tangent,1,0.008928571428571428
