run_id,polymer_id,polymer_label,reference_polymer_id,n_points,abs_activity_at_0,native_activity_rel_at_0,native_0,native_activity_min_rel_threshold,native_activity_feasible,abs_activity_at_20,u_at_20,t_theta_min,t_theta_censor_flag,functional_activity_at_20_rel,gox_abs_activity_at_0_ref,gox_abs_activity_at_20_ref,functional_reference_source,functional_reference_round_id,functional_reference_run_id,y0_REA_percent,t50_definition,t50_target_rea_percent,t50_linear_min,t50_exp_min,rea_at_20_percent,fit_model,fit_k_per_min,fit_tau_min,fit_plateau,fit_r2,rea_connector
260216-3,GOx,GOx,GOX,7,20.901904761904756,1.0,1.0,0.7,1,3.8809523809523783,0.185674579669203,5.905238439799584,,1.0,20.901904761904756,3.8809523809523783,same_run_gox,,260216-3,100.0,rea50,50.0,9.500798667522226,8.95166270843128,18.567457966920305,exp,0.07743222718915588,12.914519397164474,,0.9912367973709101,exp
260216-3,GOx with DMSO,GOx with DMSO,GOX,7,21.869523809523805,1.0462933430537205,1.0462933430537205,0.7,1,3.865584415584416,0.18493933732918566,6.136486885553972,,0.9960401561628563,20.901904761904756,3.8809523809523783,same_run_gox,,260216-3,100.0,rea50,50.0,9.262530537732559,8.849273361406306,17.675667971796532,exp,0.07832814653267667,12.766802793971685,,0.9944794434732759,exp
260216-3,GOx with EtOH,GOx with EtOH,GOX,7,19.713333333333324,0.9431357360914929,0.9431357360914929,0.7,1,3.714155844155844,0.17769461139853454,6.479364326375711,,0.9570217512548808,20.901904761904756,3.8809523809523783,same_run_gox,,260216-3,100.0,rea50,50.0,10.620250829952049,9.890485936520129,18.84083113369553,exp,0.07008221689093493,14.268955012599625,,0.973605664467487,exp
260216-3,PMPC,PMPC,GOX,7,22.409523809523805,1.0721283091083065,1.0721283091083065,0.7,1,5.88285714285714,0.2814507677586913,11.178743677214445,,1.515828220858896,20.901904761904756,3.8809523809523783,same_run_gox,,260216-3,100.0,rea50,50.0,13.2949064815904,11.81743010034023,26.25159371015724,exp,0.05865464611802436,17.048947801812815,,0.9486806662829592,exp
260216-3,PMTAC,PMTAC,GOX,7,17.180303030303026,0.8219491585099641,0.8219491585099641,0.7,1,7.65494505494506,0.3662319363781982,2.52539930347064,,1.9724398301085444,20.901904761904756,3.8809523809523783,same_run_gox,,260216-3,100.0,rea50,50.0,16.124542029389147,14.724683538460367,44.556519413208754,exp,0.04707382530493567,21.243227919596126,,0.9694495483801413,exp
260216-3,PMBTA-1,PMBTA-1,GOX,7,26.026666666666664,1.2451815737914067,1.2451815737914067,0.7,1,5.6984126984127,0.272626478941693,11.170874904067537,,1.4683026584867092,20.901904761904756,3.8809523809523783,same_run_gox,,260216-3,100.0,rea50,50.0,13.126630851880282,11.763109449075174,21.89451600312257,exp,0.058925506351931556,16.97057966761486,,0.9661253603132194,exp
260216-3,PMBTA-2,PMBTA-2,GOX,7,28.623333333333324,1.3694126759921628,1.3694126759921628,0.7,1,4.051298701298702,0.19382437856488988,10.512285456187893,,1.0438929168990527,20.901904761904756,3.8809523809523783,same_run_gox,,260216-3,100.0,rea50,50.0,10.815492321589883,9.219212424212161,14.153832658549096,exp,0.07518507532590876,13.300512045312804,,0.9858165478920484,exp
260216-3,PMBTA-3,PMBTA-3,GOX,7,25.299999999999997,1.2104160021870873,1.2104160021870873,0.7,1,4.7952813852813865,0.22941839224246854,11.598860026163335,,1.2355939765755728,20.901904761904756,3.8809523809523783,same_run_gox,,260216-3,100.0,rea50,50.0,13.542795739114185,11.51020124103392,18.95368136474857,exp,0.06022024863378343,16.605710250073628,,0.9664662356372125,exp
260216-3,PMBTA-4,PMBTA-4,GOX,7,28.733333333333324,1.3746753542625414,1.3746753542625414,0.7,1,7.23238095238095,0.34601540073814185,13.502671933085502,,1.8635582822085897,20.901904761904756,3.8809523809523783,same_run_gox,,260216-3,100.0,rea50,50.0,13.825511152416357,11.81517501828038,25.170699370235333,exp,0.0586658411312157,17.04569440610827,,0.9832794333054158,exp
260216-3,PMBTA-5,PMBTA-5,GOX,7,22.306666666666665,1.0672073631931474,1.0672073631931474,0.7,1,6.683888888888889,0.3197741528834618,7.482594936708869,,1.722229038854807,20.901904761904756,3.8809523809523783,same_run_gox,,260216-3,100.0,rea50,50.0,13.085904920767307,11.627740693607853,29.963638174935248,exp,0.05961150999359582,16.775283835410846,,0.9876012269046669,exp
260216-3,PMBTA-6,PMBTA-6,GOX,7,28.97333333333333,1.3861575613979134,1.3861575613979134,0.7,1,6.475000000000004,0.3097803800063793,13.457275007839447,,1.6684049079754624,20.901904761904756,3.8809523809523783,same_run_gox,,260216-3,100.0,rea50,50.0,13.576356224521792,11.900653610435425,22.34813621721125,exp,0.05824446314042277,17.16901394711253,,0.9710473678717754,exp
260216-3,PMBTA-7,PMBTA-7,GOX,7,27.04761904761904,1.294026518430765,1.294026518430765,0.7,1,4.221601731601732,0.20197210635539342,8.841852690607144,,1.0877746793084224,20.901904761904756,3.8809523809523783,same_run_gox,,260216-3,100.0,rea50,50.0,9.46888816995579,8.862176931843557,15.608034571062744,exp,0.07821409862280342,12.785418711051268,,0.9796199158787225,exp
