run_id,polymer_id,polymer_label,reference_polymer_id,n_points,abs_activity_at_0,native_activity_rel_at_0,native_0,native_activity_min_rel_threshold,native_activity_feasible,abs_activity_at_20,u_at_20,t_theta_min,t_theta_censor_flag,functional_activity_at_20_rel,gox_abs_activity_at_0_ref,gox_abs_activity_at_20_ref,functional_reference_source,functional_reference_round_id,functional_reference_run_id,y0_REA_percent,t50_definition,t50_target_rea_percent,t50_linear_min,t50_exp_min,rea_at_20_percent,fit_model,fit_k_per_min,fit_tau_min,fit_plateau,fit_r2,rea_connector
260211-plate7,PMBTA-5,PMBTA-5,GOX,7,32.26,,,0.7,0,8.183333333333337,,,missing_profile,,,,missing_gox_reference,,,100.0,rea50,50.0,13.987821851078635,12.887016751452675,25.366811324653867,exp,0.05378647315576827,18.592035159173776,,0.9521164503789845,exp
260211-plate7,PMBTA-11,PMBTA-11,GOX,7,33.393333333333324,,,0.7,0,13.099047619047615,,,missing_profile,,,,missing_gox_reference,,,100.0,rea50,50.0,16.58639074643051,15.102971932990224,39.2265350939737,exp,0.045894753935539476,21.7889827104102,,0.9567546179248002,exp
