run_id,polymer_id,reference_polymer_id,fog,fog_sem,fog_activity_adjusted,fog_activity_adjusted_sem,log_fog,fog_missing_reason,gox_t50_same_run_min,t50_min,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,activity_weight,t50_censored,use_for_bo,rank_fog
260216-2,PMBTA-10,GOX,1.5182693148548712,,1.3471687056538422,,0.4175710775027846,,9.47616678571503,14.387373253198046,18.474545454545453,20.820952380952377,20.820952380952377,0.8873054947979475,0.8873054947979475,0,True,1
260216-2,PMTAC,GOX,1.7046716132319224,,1.2924504560381367,,0.5333724899752763,,9.47616678571503,16.1537525218596,15.786060606060602,20.820952380952377,20.820952380952377,0.7581814855165875,0.7581814855165875,0,True,2
260216-2,PMBTA-1,GOX,1.2584773135311036,,1.2584773135311036,,0.22990250883647645,,9.47616678571503,11.925540919059324,26.36476190476189,20.820952380952377,20.820952380952377,1.2662610923062845,1.0,0,True,3
260216-2,PMBTA-6,GOX,1.2530481216724274,,1.2530481216724274,,0.22557908034201637,,9.47616678571503,11.874092991494862,29.236666666666665,20.820952380952377,20.820952380952377,1.4041944927271066,1.0,0,True,4
260216-2,PMBTA-4,GOX,1.232551924116346,,1.232551924116346,,0.2090867551477861,,9.47616678571503,11.67986760498047,29.263333333333325,20.820952380952377,20.820952380952377,1.405475253865154,1.0,0,True,5
260216-2,PMPC,GOX,1.2178749992834372,,1.2178749992834372,,0.1971075361749969,,9.47616678571503,11.540786617362423,22.7,20.820952380952377,20.820952380952377,1.0902479187631509,1.0,0,True,6
260216-2,PMBTA-5,GOX,1.2142950984559084,,1.2142950984559084,,0.19416374255125543,,9.47616678571503,11.50686288004444,22.14,20.820952380952377,20.820952380952377,1.063351934864148,1.0,0,True,7
260216-2,PMBTA-3,GOX,1.1774959792481134,,1.1774959792481134,,0.16339013225132212,,9.47616678571503,11.158148288863966,25.306666666666658,20.820952380952377,20.820952380952377,1.2154423200073183,1.0,0,True,8
260216-2,PMBTA-11,GOX,1.1598571758034812,,1.1598571758034812,,0.14829687323050977,,9.47616678571503,10.991000045522188,27.76190476190476,20.820952380952377,20.820952380952377,1.3333638276461441,1.0,0,True,9
260216-2,GOx with EtOH,GOX,1.1398380072214638,,1.0320690400214467,,0.13088615338085427,,9.47616678571503,10.801295065127643,18.852380952380944,20.820952380952377,20.820952380952377,0.9054523831305459,0.9054523831305459,0,False,10
260216-2,GOx,GOX,1.0,,1.0,,0.0,,9.47616678571503,9.47616678571503,20.820952380952377,20.820952380952377,20.820952380952377,1.0,1.0,0,True,11
260216-2,GOx with DMSO,GOX,0.9701995206270623,,0.9701995206270623,,-0.03025353726817215,,9.47616678571503,9.193772472882811,21.826666666666657,20.820952380952377,20.820952380952377,1.0483029914920865,1.0,0,False,12
260216-2,PMBTA-2,GOX,0.9651490649115186,,0.9651490649115186,,-0.03547271816173088,,9.47616678571503,9.145913512178453,29.34999999999999,20.820952380952377,20.820952380952377,1.4096377275638092,1.0,0,True,13
260216-2,PMBTA-9,GOX,0.930491831833119,,0.930491831833119,,-0.07204198119400929,,9.47616678571503,8.817495791196137,27.88857142857142,20.820952380952377,20.820952380952377,1.3394474430518706,1.0,0,True,14
260216-2,PMBTA-7,GOX,0.9281216442843913,,0.9281216442843913,,-0.07459247258344993,,9.47616678571503,8.795035498670968,27.604761904761897,20.820952380952377,20.820952380952377,1.3258164852255052,1.0,0,True,15
260216-2,PMBTA-8,GOX,0.9042476668333589,,0.9042476668333589,,-0.10065198837625117,,9.47616678571503,8.568801706506585,26.72380952380952,20.820952380952377,20.820952380952377,1.2835056262007136,1.0,0,True,16
