run_id,polymer_id,reference_polymer_id,fog_native_constrained,fog_native_constrained_sem,fog,native_activity_rel_at_0,native_activity_min_rel_threshold,native_activity_feasible,fog_constraint_reason,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,t50_min,use_for_bo,rank_fog_native_constrained
260209-1,PMBTA-3,GOX,1.179609067687257,,1.179609067687257,0.7162562895789087,0.7,1,,17.827619047619038,24.89,24.89,0.7162562895789087,14.930860117523228,True,1
260209-1,GOx,GOX,1.0,,1.0,1.0,0.7,1,,24.89,24.89,24.89,1.0,12.657464685988462,True,2
260209-1,GOx with DMSO,GOX,0.9670816570658561,,0.9670816570658561,1.004419445560466,0.7,1,,25.0,24.89,24.89,1.004419445560466,12.240801922778278,True,3
260209-1,PMBTA-2,GOX,0.8938563721051337,,0.8938563721051337,0.844975033002353,0.7,1,,21.031428571428567,24.89,24.89,0.844975033002353,11.313955464266492,True,4
260209-1,PMBTA-8,GOX,0.8657730447788528,,0.8657730447788528,1.0100441944556042,0.7,1,,25.13999999999999,24.89,24.89,1.0100441944556042,10.958491740369036,True,5
260209-1,PMBTA-11,GOX,0.8536327745538196,,0.8536327745538196,1.1126289004955134,0.7,1,,27.693333333333328,24.89,24.89,1.1126289004955134,10.80482669871732,True,6
260209-1,PMBTA-4,GOX,0.8427370985971165,,0.8427370985971165,1.0297308155885896,0.7,1,,25.629999999999995,24.89,24.89,1.0297308155885896,10.666915065065378,True,7
260209-1,PMBTA-9,GOX,0.8155225270905708,,0.8155225270905708,1.0634793089594212,0.7,1,,26.469999999999995,24.89,24.89,1.0634793089594212,10.322447587276969,True,8
260209-1,PMBTA-5,GOX,0.8034924355426162,,0.8034924355426162,0.9995982322217755,0.7,1,,24.879999999999992,24.89,24.89,0.9995982322217755,10.170177128339525,True,9
260209-1,PMBTA-7,GOX,0.7986879954041829,,0.7986879954041829,1.1281639212535153,0.7,1,,28.079999999999995,24.89,24.89,1.1281639212535153,10.10936509695136,True,10
260209-1,PMBTA-6,GOX,0.759796818775084,,0.759796818775084,1.0316631272838581,0.7,1,,25.67809523809523,24.89,24.89,1.0316631272838581,9.617101402172,True,11
260209-1,PMBTA-1,GOX,0.6075840927854106,,0.6075840927854106,1.0799517878666127,0.7,1,,26.879999999999992,24.89,24.89,1.0799517878666127,7.690474198199671,True,12
260209-1,PMTAC,GOX,0.4371540033088563,,0.4371540033088563,0.8285263239059948,0.7,1,,20.62202020202021,24.89,24.89,0.8285263239059948,5.533261359220331,True,13
