run_id,polymer_id,reference_polymer_id,fog_native_soft,fog_native_soft_sem,log_fog_native_soft,native_activity_soft_penalty,native_activity_rel_at_0,native_activity_min_rel_threshold,native_activity_feasible,fog,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,t50_min,use_for_bo,rank_objective_native_soft
260209-1,GOx,GOX,1.0,,0.0,1.0,1.0,0.7,1,1.0,24.89,24.89,24.89,1.0,12.657464685988462,True,1
260209-1,GOx with DMSO,GOX,0.9670816570658561,,-0.0334723433857843,1.0,1.004419445560466,0.7,1,0.9670816570658561,25.0,24.89,24.89,1.004419445560466,12.240801922778278,True,2
260209-1,PMBTA-8,GOX,0.8657730447788528,,-0.14413247777046684,1.0,1.0100441944556042,0.7,1,0.8657730447788528,25.13999999999999,24.89,24.89,1.0100441944556042,10.958491740369036,True,3
260209-1,PMBTA-11,GOX,0.8536327745538196,,-0.15825418405008193,1.0,1.1126289004955134,0.7,1,0.8536327745538196,27.693333333333328,24.89,24.89,1.1126289004955134,10.80482669871732,True,4
260209-1,PMBTA-4,GOX,0.8427370985971165,,-0.17110023368035054,1.0,1.0297308155885896,0.7,1,0.8427370985971165,25.629999999999995,24.89,24.89,1.0297308155885896,10.666915065065378,True,5
260209-1,PMBTA-9,GOX,0.8155225270905708,,-0.20392623364769477,1.0,1.0634793089594212,0.7,1,0.8155225270905708,26.469999999999995,24.89,24.89,1.0634793089594212,10.322447587276969,True,6
260209-1,PMBTA-5,GOX,0.8028469304989376,,-0.21959120524973055,0.9991966258608985,0.9995982322217755,0.7,1,0.8034924355426162,24.879999999999992,24.89,24.89,0.9995982322217755,10.170177128339525,True,7
260209-1,PMBTA-7,GOX,0.7986879954041829,,-0.22478490334054357,1.0,1.1281639212535153,0.7,1,0.7986879954041829,28.079999999999995,24.89,24.89,1.1281639212535153,10.10936509695136,True,8
260209-1,PMBTA-6,GOX,0.759796818775084,,-0.2747042251614571,1.0,1.0316631272838581,0.7,1,0.759796818775084,25.67809523809523,24.89,24.89,1.0316631272838581,9.617101402172,True,9
260209-1,PMBTA-2,GOX,0.6381980810717572,,-0.44910657192446785,0.7139828063973276,0.844975033002353,0.7,1,0.8938563721051337,21.031428571428567,24.89,24.89,0.844975033002353,11.313955464266492,True,10
260209-1,PMBTA-1,GOX,0.6075840927854106,,-0.4982646890090738,1.0,1.0799517878666127,0.7,1,0.6075840927854106,26.879999999999992,24.89,24.89,1.0799517878666127,7.690474198199671,True,11
260209-1,PMBTA-3,GOX,0.6051666680902191,,-0.502251374443525,0.5130230723613456,0.7162562895789087,0.7,1,1.179609067687257,17.827619047619038,24.89,24.89,0.7162562895789087,14.930860117523228,True,12
260209-1,PMPC,GOX,0.44158015762492586,,-0.8173957179433352,0.39064592568535395,0.6250167403240924,0.7,0,1.130384649091661,15.55666666666666,24.89,24.89,0.6250167403240924,14.307803777461158,True,13
260209-1,PMTAC,GOX,0.3000869314053365,,-1.2036830749504237,0.6864558694051814,0.8285263239059948,0.7,1,0.4371540033088563,20.62202020202021,24.89,24.89,0.8285263239059948,5.533261359220331,True,14
260209-1,PMBTA-10,GOX,0.24784354385088686,,-1.3949576034693627,0.3260934603931777,0.5710459354493101,0.7,0,0.7600383753542825,14.21333333333333,24.89,24.89,0.5710459354493101,9.620158896042874,True,15
