run_id,plate_id,time_s,A1,A2,A3,A4,A5,A6,A7,B1,B2,B3,B4,B5,B6,B7,C1,C2,C3,C4,C5,C6,C7,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,F1,F2,F3,F4,F5,F6,F7,G1,G2,G3,G4,G5,G6,G7,H1,H2,H3,H4,H5,H6,H7
260209-2,plate1,306.0,4553.0,6027.0,4550.0,4283.0,3180.0,593.0,374.0,6695.0,5669.0,4488.0,3833.0,2662.0,483.0,350.0,7037.0,5786.0,4529.0,3573.0,2422.0,412.0,300.0,7883.0,5440.0,4497.0,3855.0,2386.0,401.0,259.0,6587.0,5249.0,4554.0,3767.0,2507.0,407.0,290.0,7721.0,6027.0,5051.0,4094.0,2859.0,434.0,322.0,7599.0,6332.0,4153.0,3910.0,2671.0,387.0,299.0,3865.0,3644.0,4383.0,3402.0,2183.0,408.0,330.0
260209-2,plate1,336.0,4903.0,6398.0,4849.0,4611.0,3397.0,616.0,378.0,7130.0,6004.0,4764.0,4116.0,2846.0,499.0,353.0,7440.0,6093.0,4829.0,3815.0,2591.0,431.0,306.0,8199.0,5810.0,4808.0,4140.0,2556.0,417.0,258.0,6993.0,5598.0,4912.0,4033.0,2694.0,424.0,295.0,8095.0,6365.0,5421.0,4393.0,3054.0,448.0,327.0,7986.0,6624.0,4421.0,4192.0,2857.0,397.0,301.0,4130.0,3905.0,4625.0,3603.0,2330.0,416.0,335.0
260209-2,plate1,366.0,5275.0,6708.0,5174.0,4880.0,3602.0,634.0,383.0,7528.0,6356.0,5089.0,4384.0,3036.0,508.0,357.0,7736.0,6458.0,5127.0,4077.0,2800.0,447.0,307.0,8405.0,6104.0,5115.0,4402.0,2717.0,431.0,262.0,7280.0,5931.0,5215.0,4310.0,2865.0,437.0,296.0,8477.0,6730.0,5737.0,4664.0,3235.0,456.0,329.0,8321.0,6961.0,4698.0,4450.0,3044.0,411.0,306.0,4458.0,4201.0,4902.0,3828.0,2482.0,426.0,336.0
260209-2,plate1,396.0,5712.0,7079.0,5433.0,5131.0,3839.0,656.0,387.0,7907.0,6746.0,5371.0,4636.0,3211.0,527.0,360.0,8022.0,6654.0,5437.0,4281.0,2964.0,456.0,308.0,8678.0,6468.0,5408.0,4650.0,2891.0,446.0,267.0,7607.0,6246.0,5517.0,4553.0,3018.0,453.0,301.0,8784.0,7031.0,6053.0,4900.0,3446.0,473.0,337.0,8622.0,7317.0,5014.0,4718.0,3243.0,423.0,311.0,4644.0,4345.0,5120.0,4032.0,2637.0,437.0,337.0
260209-2,plate1,426.0,6042.0,7321.0,5740.0,5457.0,4018.0,674.0,389.0,8172.0,7099.0,5614.0,4918.0,3394.0,534.0,364.0,8241.0,6847.0,5723.0,4514.0,3130.0,475.0,314.0,8797.0,6753.0,5682.0,4869.0,3032.0,456.0,269.0,7860.0,6553.0,5763.0,4817.0,3196.0,467.0,305.0,9011.0,7362.0,6334.0,5166.0,3640.0,484.0,338.0,8883.0,7618.0,5242.0,4939.0,3399.0,435.0,314.0,4836.0,4522.0,5466.0,4262.0,2761.0,442.0,343.0
260209-2,plate1,456.0,6328.0,7570.0,5994.0,5713.0,4247.0,702.0,397.0,8499.0,7462.0,5844.0,5134.0,3574.0,547.0,369.0,8451.0,7172.0,5963.0,4724.0,3306.0,482.0,315.0,8975.0,7071.0,5962.0,5148.0,3184.0,475.0,268.0,8164.0,6774.0,6064.0,5041.0,3374.0,481.0,309.0,9323.0,7652.0,6637.0,5440.0,3829.0,499.0,346.0,9089.0,7887.0,5531.0,5197.0,3587.0,450.0,318.0,5071.0,4730.0,5588.0,4488.0,2917.0,446.0,344.0
260209-2,plate1,486.0,6718.0,7884.0,6225.0,5964.0,4434.0,725.0,403.0,8711.0,7725.0,6165.0,5403.0,3712.0,563.0,370.0,8661.0,7323.0,6245.0,4964.0,3461.0,495.0,318.0,9062.0,7303.0,6206.0,5392.0,3358.0,481.0,272.0,8360.0,7072.0,6336.0,5297.0,3512.0,493.0,314.0,9516.0,7888.0,6943.0,5665.0,4012.0,517.0,349.0,9261.0,8170.0,5771.0,5405.0,3770.0,466.0,323.0,5240.0,4908.0,5887.0,4734.0,3089.0,460.0,343.0
260209-2,plate1,516.0,6962.0,8119.0,6507.0,6118.0,4632.0,747.0,406.0,9023.0,7930.0,6354.0,5584.0,3938.0,576.0,373.0,8953.0,7515.0,6468.0,5113.0,3626.0,511.0,322.0,9144.0,7589.0,6490.0,5598.0,3538.0,500.0,276.0,8588.0,7289.0,6550.0,5483.0,3680.0,506.0,319.0,9621.0,8160.0,7204.0,5899.0,4183.0,525.0,350.0,9468.0,8362.0,6025.0,5640.0,3954.0,479.0,325.0,5379.0,5012.0,6071.0,4889.0,3232.0,466.0,349.0
260209-2,plate1,546.0,7173.0,8329.0,6726.0,6402.0,4828.0,764.0,410.0,9192.0,8107.0,6574.0,5855.0,4066.0,596.0,380.0,9040.0,7722.0,6757.0,5373.0,3766.0,520.0,326.0,9243.0,7814.0,6762.0,5831.0,3666.0,515.0,281.0,8698.0,7522.0,6807.0,5741.0,3861.0,519.0,322.0,9605.0,8316.0,7418.0,6117.0,4387.0,537.0,357.0,9476.0,8552.0,6226.0,5843.0,4106.0,490.0,328.0,5440.0,5065.0,6269.0,5100.0,3357.0,478.0,352.0
260209-2,plate1,576.0,7501.0,8532.0,6955.0,6620.0,4978.0,794.0,414.0,9410.0,8283.0,6849.0,6051.0,4237.0,611.0,382.0,9292.0,7925.0,6936.0,5558.0,3927.0,532.0,327.0,9319.0,8021.0,6967.0,6065.0,3827.0,529.0,280.0,8879.0,7734.0,6941.0,5949.0,4001.0,539.0,328.0,9572.0,8516.0,7685.0,6314.0,4532.0,553.0,362.0,9458.0,8749.0,6463.0,6043.0,4285.0,502.0,331.0,5563.0,5198.0,6398.0,5337.0,3476.0,485.0,355.0
260209-2,plate1,606.0,7643.0,8697.0,7152.0,6852.0,5179.0,814.0,422.0,9577.0,8422.0,7085.0,6294.0,4417.0,616.0,385.0,9429.0,8109.0,7170.0,5753.0,4076.0,541.0,334.0,9330.0,8289.0,7228.0,6253.0,3966.0,538.0,285.0,8960.0,7961.0,7176.0,6177.0,4155.0,549.0,328.0,9420.0,8652.0,7938.0,6534.0,4719.0,566.0,368.0,9356.0,8876.0,6721.0,6309.0,4459.0,519.0,333.0,5787.0,5375.0,6674.0,5467.0,3587.0,493.0,353.0
260209-2,plate2,6.0,430.0,410.0,411.0,494.0,534.0,356.0,346.0,609.0,591.0,600.0,520.0,437.0,276.0,278.0,647.0,548.0,652.0,574.0,481.0,266.0,242.0,839.0,640.0,700.0,546.0,496.0,263.0,255.0,861.0,795.0,751.0,600.0,550.0,266.0,259.0,725.0,513.0,548.0,505.0,522.0,299.0,265.0,1035.0,1087.0,965.0,823.0,704.0,315.0,297.0,1384.0,260.0,284.0,293.0,292.0,292.0,301.0
260209-2,plate2,36.0,967.0,750.0,538.0,638.0,717.0,392.0,370.0,1418.0,1203.0,1028.0,801.0,620.0,296.0,289.0,1467.0,1025.0,1107.0,892.0,678.0,287.0,251.0,1652.0,1128.0,1122.0,831.0,679.0,284.0,262.0,1692.0,1456.0,1208.0,903.0,766.0,285.0,264.0,1108.0,798.0,808.0,723.0,869.0,328.0,265.0,1884.0,1808.0,1450.0,1182.0,959.0,338.0,307.0,2318.0,267.0,295.0,295.0,292.0,299.0,303.0
260209-2,plate2,66.0,1467.0,1084.0,626.0,664.0,970.0,424.0,380.0,2215.0,1818.0,1443.0,1080.0,796.0,307.0,297.0,2336.0,1501.0,1546.0,1194.0,876.0,305.0,257.0,2446.0,1620.0,1549.0,1106.0,860.0,296.0,263.0,2486.0,2092.0,1668.0,1186.0,980.0,295.0,270.0,1419.0,1068.0,1087.0,938.0,1200.0,345.0,267.0,2699.0,2506.0,1921.0,1533.0,1206.0,358.0,315.0,3172.0,266.0,298.0,297.0,294.0,297.0,302.0
260209-2,plate2,96.0,1892.0,1504.0,699.0,655.0,1222.0,429.0,381.0,3009.0,2421.0,1851.0,1342.0,974.0,321.0,297.0,3145.0,1967.0,1982.0,1493.0,1055.0,322.0,263.0,3185.0,2100.0,1931.0,1376.0,1045.0,307.0,269.0,3224.0,2707.0,2085.0,1459.0,1193.0,315.0,274.0,1691.0,1333.0,1341.0,1105.0,1401.0,365.0,264.0,3438.0,3169.0,2382.0,1870.0,1461.0,382.0,320.0,4009.0,269.0,301.0,294.0,293.0,296.0,303.0
260209-2,plate2,126.0,2320.0,1957.0,770.0,641.0,1254.0,427.0,380.0,3725.0,2967.0,2248.0,1610.0,1140.0,326.0,302.0,3895.0,2415.0,2397.0,1791.0,1253.0,336.0,267.0,3871.0,2562.0,2326.0,1634.0,1210.0,321.0,271.0,3923.0,3300.0,2524.0,1731.0,1396.0,326.0,272.0,2035.0,1602.0,1535.0,1220.0,1525.0,388.0,265.0,4173.0,3760.0,2818.0,2198.0,1710.0,395.0,325.0,4789.0,269.0,296.0,295.0,289.0,297.0,303.0
260209-2,plate2,156.0,2771.0,2262.0,857.0,651.0,1288.0,430.0,379.0,4408.0,3512.0,2636.0,1883.0,1316.0,340.0,305.0,4563.0,2857.0,2798.0,2071.0,1451.0,350.0,273.0,4496.0,3014.0,2702.0,1908.0,1398.0,337.0,272.0,4547.0,3851.0,2919.0,1974.0,1587.0,342.0,279.0,2329.0,1876.0,1683.0,1322.0,1661.0,415.0,266.0,4807.0,4338.0,3225.0,2506.0,1932.0,419.0,332.0,5439.0,270.0,298.0,291.0,292.0,298.0,301.0
260209-2,plate2,186.0,3230.0,2525.0,927.0,746.0,1342.0,435.0,379.0,5014.0,4029.0,2994.0,2139.0,1490.0,353.0,307.0,5159.0,3282.0,3177.0,2365.0,1640.0,367.0,277.0,5114.0,3430.0,3055.0,2152.0,1564.0,347.0,276.0,5149.0,4364.0,3299.0,2243.0,1790.0,353.0,285.0,2626.0,2132.0,1829.0,1406.0,1811.0,443.0,267.0,5416.0,4850.0,3612.0,2839.0,2189.0,436.0,337.0,6105.0,269.0,293.0,292.0,292.0,297.0,302.0
260209-2,plate2,216.0,3704.0,2811.0,1068.0,984.0,1374.0,439.0,384.0,5578.0,4482.0,3354.0,2378.0,1643.0,362.0,310.0,5728.0,3677.0,3551.0,2628.0,1822.0,384.0,283.0,5661.0,3859.0,3410.0,2423.0,1737.0,360.0,281.0,5655.0,4865.0,3672.0,2492.0,1979.0,368.0,289.0,2916.0,2403.0,1998.0,1484.0,1985.0,470.0,265.0,5961.0,5336.0,4007.0,3146.0,2401.0,452.0,341.0,6661.0,267.0,293.0,290.0,291.0,295.0,301.0
260209-2,plate2,246.0,4201.0,3133.0,1358.0,1516.0,1439.0,441.0,387.0,6146.0,4919.0,3717.0,2621.0,1824.0,375.0,315.0,6229.0,4091.0,3906.0,2891.0,2013.0,396.0,286.0,6181.0,4269.0,3755.0,2643.0,1918.0,371.0,282.0,6164.0,5300.0,4039.0,2734.0,2179.0,388.0,292.0,3206.0,2663.0,2162.0,1586.0,2158.0,501.0,268.0,6453.0,5828.0,4359.0,3406.0,2625.0,476.0,348.0,7219.0,269.0,292.0,294.0,292.0,300.0,301.0
260209-2,plate2,276.0,4693.0,3448.0,1767.0,2113.0,1542.0,446.0,388.0,6651.0,5318.0,4057.0,2882.0,1978.0,381.0,316.0,6729.0,4417.0,4263.0,3146.0,2174.0,411.0,291.0,6628.0,4624.0,4078.0,2887.0,2079.0,386.0,283.0,6608.0,5770.0,4335.0,2972.0,2351.0,399.0,298.0,3505.0,2932.0,2333.0,1692.0,2351.0,529.0,267.0,6926.0,6238.0,4693.0,3688.0,2876.0,494.0,353.0,7622.0,269.0,294.0,289.0,291.0,294.0,302.0
260209-2,plate2,306.0,5171.0,3785.0,2182.0,2511.0,1665.0,442.0,395.0,7039.0,5753.0,4359.0,3085.0,2146.0,392.0,320.0,7156.0,4782.0,4573.0,3401.0,2371.0,428.0,297.0,7082.0,4968.0,4407.0,3104.0,2260.0,396.0,286.0,7062.0,6124.0,4682.0,3226.0,2541.0,416.0,301.0,3829.0,3163.0,2508.0,1782.0,2546.0,557.0,265.0,7325.0,6636.0,5018.0,3953.0,3073.0,513.0,358.0,8062.0,270.0,296.0,290.0,290.0,295.0,299.0
260209-2,plate2,336.0,5602.0,4124.0,2446.0,2653.0,1763.0,440.0,404.0,7412.0,6121.0,4677.0,3322.0,2305.0,406.0,323.0,7526.0,5129.0,4904.0,3636.0,2536.0,443.0,300.0,7432.0,5277.0,4705.0,3334.0,2423.0,409.0,292.0,7477.0,6547.0,4980.0,3454.0,2737.0,427.0,305.0,4243.0,3435.0,2702.0,1910.0,2739.0,593.0,266.0,7668.0,6949.0,5329.0,4205.0,3289.0,537.0,364.0,8477.0,266.0,296.0,291.0,289.0,297.0,301.0
260209-2,plate2,366.0,6023.0,4484.0,2596.0,2661.0,1845.0,452.0,412.0,7788.0,6456.0,4991.0,3555.0,2457.0,416.0,327.0,7873.0,5454.0,5195.0,3887.0,2710.0,458.0,306.0,7742.0,5640.0,5023.0,3537.0,2582.0,425.0,297.0,7766.0,6825.0,5271.0,3648.0,2912.0,441.0,308.0,4697.0,3712.0,2868.0,2031.0,2900.0,624.0,265.0,8062.0,7343.0,5637.0,4462.0,3494.0,557.0,369.0,8786.0,268.0,296.0,293.0,289.0,297.0,299.0
260209-2,plate2,396.0,6442.0,4773.0,2845.0,2575.0,1892.0,470.0,419.0,8149.0,6812.0,5260.0,3746.0,2617.0,429.0,328.0,8182.0,5766.0,5488.0,4097.0,2877.0,473.0,311.0,8068.0,5896.0,5293.0,3783.0,2758.0,433.0,298.0,8068.0,7163.0,5556.0,3893.0,3096.0,457.0,314.0,5149.0,3972.0,3057.0,2177.0,3069.0,656.0,263.0,8388.0,7587.0,5938.0,4682.0,3705.0,573.0,375.0,9146.0,265.0,295.0,291.0,293.0,295.0,299.0
260209-2,plate2,426.0,6753.0,5070.0,3134.0,2593.0,2007.0,500.0,420.0,8390.0,7075.0,5531.0,3997.0,2762.0,436.0,333.0,8495.0,6088.0,5750.0,4361.0,3060.0,491.0,316.0,8358.0,6150.0,5567.0,3999.0,2903.0,452.0,302.0,8325.0,7525.0,5830.0,4103.0,3273.0,473.0,317.0,5676.0,4267.0,3220.0,2330.0,3164.0,692.0,262.0,8680.0,7897.0,6182.0,4937.0,3898.0,588.0,379.0,9429.0,266.0,295.0,293.0,289.0,294.0,299.0
260209-2,plate2,456.0,7088.0,5351.0,3478.0,2717.0,2120.0,528.0,424.0,8704.0,7374.0,5810.0,4177.0,2919.0,444.0,334.0,8752.0,6358.0,6007.0,4561.0,3227.0,508.0,321.0,8585.0,6411.0,5818.0,4183.0,3067.0,466.0,305.0,8519.0,7739.0,6083.0,4278.0,3447.0,485.0,320.0,6087.0,4528.0,3418.0,2481.0,3289.0,720.0,263.0,8921.0,8131.0,6438.0,5137.0,4101.0,610.0,384.0,9659.0,262.0,293.0,292.0,291.0,295.0,301.0
260209-2,plate2,486.0,7437.0,5647.0,3894.0,2987.0,2274.0,556.0,427.0,8882.0,7594.0,6026.0,4380.0,3081.0,461.0,339.0,8851.0,6643.0,6277.0,4764.0,3398.0,526.0,322.0,8830.0,6622.0,6049.0,4401.0,3223.0,479.0,306.0,8742.0,8042.0,6316.0,4504.0,3620.0,504.0,323.0,6487.0,4792.0,3621.0,2616.0,3387.0,751.0,262.0,9135.0,8332.0,6696.0,5359.0,4282.0,630.0,392.0,9838.0,264.0,294.0,291.0,288.0,297.0,298.0
260209-2,plate2,516.0,7807.0,5904.0,4218.0,3156.0,2396.0,591.0,434.0,9109.0,7937.0,6337.0,4611.0,3221.0,471.0,340.0,9014.0,6933.0,6494.0,4949.0,3547.0,543.0,329.0,8923.0,6897.0,6328.0,4572.0,3341.0,501.0,312.0,8863.0,8256.0,6596.0,4713.0,3776.0,518.0,323.0,6820.0,5035.0,3827.0,2754.0,3499.0,781.0,264.0,9323.0,8573.0,6924.0,5627.0,4442.0,649.0,399.0,10035.0,263.0,289.0,292.0,289.0,296.0,299.0
260209-2,plate2,546.0,8117.0,6176.0,4606.0,3341.0,2523.0,616.0,434.0,9275.0,8178.0,6554.0,4800.0,3384.0,481.0,345.0,9160.0,7172.0,6735.0,5194.0,3711.0,559.0,337.0,9083.0,7142.0,6546.0,4798.0,3493.0,508.0,317.0,8992.0,8467.0,6779.0,4904.0,3938.0,535.0,330.0,7090.0,5311.0,4044.0,2875.0,3574.0,813.0,264.0,9460.0,8783.0,7137.0,5807.0,4649.0,670.0,413.0,10068.0,261.0,297.0,292.0,288.0,293.0,299.0
260209-2,plate2,576.0,8426.0,6386.0,4924.0,3472.0,2637.0,638.0,445.0,9434.0,8337.0,6765.0,4965.0,3509.0,495.0,347.0,9181.0,7409.0,6926.0,5345.0,3883.0,571.0,341.0,9156.0,7320.0,6784.0,4991.0,3673.0,525.0,320.0,8981.0,8710.0,7009.0,5116.0,4085.0,544.0,335.0,7340.0,5577.0,4222.0,3023.0,3672.0,842.0,263.0,9628.0,8951.0,7335.0,6015.0,4823.0,687.0,421.0,10029.0,264.0,293.0,293.0,290.0,297.0,297.0
260209-2,plate2,606.0,8614.0,6613.0,5189.0,3612.0,2769.0,651.0,449.0,9394.0,8533.0,6976.0,5155.0,3670.0,500.0,350.0,9182.0,7640.0,7144.0,5559.0,4007.0,586.0,349.0,9178.0,7532.0,6985.0,5129.0,3790.0,536.0,321.0,9005.0,8842.0,7257.0,5254.0,4274.0,561.0,338.0,7566.0,5887.0,4428.0,3159.0,3790.0,875.0,261.0,9687.0,9121.0,7568.0,6203.0,5004.0,707.0,427.0,9911.0,262.0,294.0,292.0,289.0,294.0,298.0
