plate_id,time_s,A1,A2,A3,A4,A5,A6,A7,B1,B2,B3,B4,B5,B6,B7,C1,C2,C3,C4,C5,C6,C7,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,F1,F2,F3,F4,F5,F6,F7,G1,G2,G3,G4,G5,G6,G7,H1,H2,H3,H4,H5,H6,H7
plate3,216.0,48435.0,48916.0,46536.0,43554.0,39914.0,28218.0,6108.0,48058.0,49745.0,47316.0,44826.0,41723.0,30202.0,5907.0,52550.0,48771.0,47253.0,43546.0,39032.0,25712.0,5337.0,52491.0,48937.0,49279.0,49210.0,39225.0,30049.0,5725.0,46773.0,50517.0,42896.0,46189.0,38459.0,28763.0,6688.0,50828.0,48421.0,44753.0,44357.0,41233.0,28992.0,6399.0,49498.0,50282.0,49592.0,43864.0,40986.0,30449.0,6283.0,55067.0,48898.0,46527.0,44628.0,40415.0,28419.0,6347.0
plate3,246.0,48823.0,49307.0,47137.0,45077.0,41935.0,30593.0,6929.0,48275.0,50137.0,47794.0,46404.0,43468.0,32522.0,6460.0,52778.0,49599.0,47824.0,44904.0,41184.0,27876.0,5859.0,52800.0,49291.0,50246.0,50848.0,41484.0,32406.0,6531.0,47209.0,51151.0,43602.0,47721.0,40598.0,31179.0,7343.0,51116.0,48878.0,45928.0,46081.0,43243.0,31396.0,7399.0,49765.0,50794.0,50420.0,45196.0,43237.0,32747.0,6995.0,55311.0,49480.0,47300.0,46117.0,42294.0,30835.0,7273.0
plate3,276.0,49065.0,49656.0,47625.0,46122.0,43810.0,32518.0,7645.0,48544.0,50528.0,48309.0,47397.0,44894.0,34732.0,7151.0,52872.0,49647.0,48525.0,46129.0,42406.0,29873.0,6872.0,52785.0,49594.0,50984.0,52122.0,43340.0,34409.0,7223.0,47037.0,51553.0,44212.0,48741.0,42416.0,33377.0,8244.0,51199.0,49422.0,46608.0,46794.0,44831.0,33394.0,8197.0,49846.0,50861.0,50994.0,46446.0,45241.0,34992.0,7465.0,55567.0,50105.0,47720.0,47385.0,43913.0,32882.0,7860.0
plate3,306.0,49191.0,49691.0,48107.0,46716.0,45262.0,34263.0,8117.0,48485.0,50671.0,48677.0,48128.0,46141.0,36349.0,7659.0,53058.0,50001.0,48786.0,46973.0,43897.0,31523.0,7262.0,52985.0,49850.0,51548.0,53106.0,44673.0,36346.0,7844.0,47103.0,51916.0,44862.0,49557.0,43814.0,35398.0,9026.0,51427.0,49461.0,47146.0,47678.0,46191.0,35351.0,8621.0,49833.0,50946.0,51207.0,47367.0,46426.0,36863.0,8217.0,55656.0,50183.0,47883.0,48234.0,45156.0,34903.0,8495.0
plate3,336.0,49301.0,49837.0,48146.0,47252.0,46238.0,35991.0,8996.0,48534.0,50857.0,48755.0,48621.0,47191.0,38134.0,8278.0,52962.0,50107.0,48920.0,47684.0,44515.0,33205.0,7835.0,53020.0,49932.0,51749.0,53878.0,45982.0,37870.0,8499.0,47364.0,52181.0,45036.0,50112.0,44856.0,37073.0,9604.0,51326.0,49504.0,47409.0,48477.0,47111.0,36912.0,9413.0,50213.0,51155.0,51434.0,47856.0,47360.0,38481.0,9009.0,55702.0,50325.0,48256.0,48721.0,46049.0,36308.0,9227.0
plate3,366.0,48998.0,49767.0,48302.0,47809.0,46855.0,37123.0,9621.0,48438.0,50724.0,48993.0,49438.0,48080.0,39604.0,8880.0,52971.0,50156.0,49014.0,48034.0,45432.0,34610.0,8398.0,53096.0,49781.0,52243.0,54325.0,46867.0,39593.0,9089.0,47184.0,52079.0,45191.0,50567.0,45912.0,38959.0,10283.0,51245.0,49736.0,47633.0,48972.0,47857.0,38528.0,9954.0,49930.0,51035.0,51784.0,48554.0,48233.0,39891.0,9721.0,55743.0,50458.0,48337.0,49250.0,46980.0,37774.0,9670.0
plate3,396.0,49263.0,49816.0,48447.0,48199.0,47762.0,38543.0,10058.0,48596.0,50929.0,49061.0,49650.0,48513.0,41023.0,9646.0,53081.0,50177.0,48972.0,48450.0,45975.0,35889.0,8954.0,52852.0,49870.0,52264.0,54816.0,47651.0,40655.0,9535.0,47174.0,52289.0,45436.0,50749.0,46589.0,40118.0,11040.0,51319.0,49740.0,47667.0,49169.0,48783.0,39696.0,10939.0,50014.0,51127.0,51676.0,48893.0,49323.0,40966.0,10409.0,55688.0,50458.0,48387.0,49731.0,47624.0,39074.0,10516.0
plate3,426.0,49307.0,49826.0,48266.0,48403.0,48165.0,39620.0,10809.0,48452.0,50945.0,49304.0,49936.0,48922.0,41987.0,10076.0,52956.0,50146.0,49164.0,48700.0,46432.0,37194.0,9567.0,53163.0,49906.0,52350.0,54996.0,48557.0,41951.0,9879.0,47198.0,52179.0,45619.0,50938.0,47230.0,41555.0,11618.0,51282.0,49889.0,47889.0,49464.0,48920.0,40817.0,11408.0,50058.0,51143.0,51718.0,49259.0,49806.0,42178.0,10609.0,55572.0,50430.0,48335.0,49821.0,47839.0,40209.0,11304.0
plate3,456.0,49261.0,49968.0,48402.0,48579.0,48647.0,40404.0,11421.0,48545.0,51032.0,48934.0,50088.0,49348.0,42964.0,10640.0,52859.0,50297.0,49067.0,48940.0,47006.0,37940.0,10260.0,53030.0,49871.0,52558.0,55273.0,49008.0,43005.0,10721.0,46945.0,52160.0,45499.0,51040.0,47749.0,42578.0,12416.0,51224.0,49991.0,47956.0,49618.0,49671.0,41892.0,12103.0,50130.0,50970.0,51843.0,49599.0,49951.0,43420.0,11525.0,55833.0,50666.0,48557.0,50252.0,48410.0,41298.0,12023.0
plate3,486.0,49176.0,50096.0,48465.0,48689.0,49175.0,41374.0,11808.0,48423.0,50921.0,49112.0,50145.0,49580.0,43828.0,11107.0,53045.0,50285.0,48966.0,49183.0,47240.0,38959.0,10636.0,52918.0,49844.0,52539.0,55424.0,49315.0,43612.0,11269.0,47220.0,52354.0,45681.0,51290.0,48270.0,43614.0,13067.0,51565.0,49694.0,47892.0,49811.0,49821.0,42625.0,12494.0,49965.0,51246.0,51845.0,49500.0,50671.0,44002.0,11964.0,55795.0,50495.0,48463.0,50171.0,48890.0,42171.0,12514.0
plate3,516.0,49036.0,49881.0,48587.0,48752.0,49444.0,42256.0,12548.0,48501.0,50878.0,49075.0,50274.0,49846.0,44545.0,11707.0,53127.0,50237.0,49175.0,49058.0,47446.0,39482.0,11058.0,52969.0,49945.0,52468.0,55404.0,49861.0,44628.0,11952.0,47291.0,52510.0,45489.0,51275.0,48431.0,44673.0,13861.0,51551.0,49848.0,48096.0,49990.0,49975.0,43438.0,13335.0,50134.0,51242.0,51903.0,49616.0,50734.0,45002.0,12821.0,55719.0,50647.0,48404.0,50591.0,48921.0,42754.0,12960.0
plate3,546.0,49112.0,49883.0,48645.0,48862.0,49505.0,42851.0,13346.0,48561.0,50983.0,49144.0,50201.0,50013.0,45397.0,12267.0,53153.0,50178.0,49231.0,49214.0,47805.0,40406.0,11659.0,53293.0,50092.0,52612.0,55170.0,50069.0,45152.0,12460.0,47335.0,52458.0,45603.0,51367.0,48731.0,45391.0,14401.0,51366.0,49854.0,48113.0,50194.0,50451.0,44145.0,13868.0,50000.0,51395.0,51790.0,49736.0,50837.0,45483.0,13226.0,55582.0,50507.0,48496.0,50407.0,49230.0,43747.0,13724.0
plate3,576.0,49173.0,49902.0,48403.0,48848.0,49682.0,43510.0,13657.0,48385.0,51038.0,49370.0,50390.0,50067.0,45861.0,13031.0,53204.0,50202.0,49221.0,49313.0,47654.0,40908.0,12110.0,53244.0,49932.0,52439.0,55672.0,50326.0,45888.0,12920.0,47137.0,52373.0,45599.0,51537.0,48938.0,46348.0,14953.0,51349.0,49916.0,48198.0,50197.0,50462.0,44581.0,14771.0,50017.0,51214.0,52039.0,49807.0,51308.0,46053.0,13773.0,55687.0,50556.0,48273.0,50697.0,49562.0,44434.0,14257.0
plate3,606.0,49248.0,49922.0,48583.0,49066.0,50073.0,43925.0,14241.0,48518.0,51112.0,49147.0,50419.0,50328.0,46280.0,13666.0,52765.0,50134.0,49041.0,49251.0,47814.0,41823.0,12669.0,52925.0,49827.0,52663.0,55555.0,50661.0,46175.0,13315.0,47304.0,52193.0,45641.0,51239.0,49182.0,47010.0,15652.0,51508.0,49695.0,48216.0,50137.0,50776.0,45410.0,15050.0,49938.0,51036.0,51853.0,49746.0,51365.0,46630.0,14209.0,55741.0,50462.0,48400.0,50866.0,49575.0,45015.0,14860.0
