run_id,polymer_id,reference_polymer_id,fog,fog_sem,fog_activity_adjusted,fog_activity_adjusted_sem,log_fog,fog_missing_reason,gox_t50_same_run_min,t50_min,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,activity_weight,t50_censored,use_for_bo,rank_fog
260209-1,GOx,GOX,1.0,,1.0,,0.0,,12.657464685988462,12.657464685988462,24.89,24.89,24.89,1.0,1.0,0,True,1
260209-1,GOx with DMSO,GOX,0.9670816570658561,,0.9670816570658561,,-0.0334723433857843,,12.657464685988462,12.240801922778278,25.0,24.89,24.89,1.004419445560466,1.0,0,True,2
260209-1,PMBTA-8,GOX,0.8657730447788528,,0.8657730447788528,,-0.14413247777046684,,12.657464685988462,10.958491740369036,25.13999999999999,24.89,24.89,1.0100441944556042,1.0,0,True,3
260209-1,PMBTA-11,GOX,0.8536327745538196,,0.8536327745538196,,-0.15825418405008193,,12.657464685988462,10.80482669871732,27.693333333333328,24.89,24.89,1.1126289004955134,1.0,0,True,4
260209-1,PMBTA-3,GOX,1.179609067687257,,0.8449024139753105,,0.16518308501595697,,12.657464685988462,14.930860117523228,17.827619047619038,24.89,24.89,0.7162562895789087,0.7162562895789087,0,True,5
260209-1,PMBTA-4,GOX,0.8427370985971165,,0.8427370985971165,,-0.17110023368035054,,12.657464685988462,10.666915065065378,25.629999999999995,24.89,24.89,1.0297308155885896,1.0,0,True,6
260209-1,PMBTA-9,GOX,0.8155225270905708,,0.8155225270905708,,-0.20392623364769477,,12.657464685988462,10.322447587276969,26.469999999999995,24.89,24.89,1.0634793089594212,1.0,0,True,7
260209-1,PMBTA-5,GOX,0.8034924355426162,,0.803169618171968,,-0.218787508232686,,12.657464685988462,10.170177128339525,24.879999999999992,24.89,24.89,0.9995982322217755,0.9995982322217755,0,True,8
260209-1,PMBTA-7,GOX,0.7986879954041829,,0.7986879954041829,,-0.22478490334054357,,12.657464685988462,10.10936509695136,28.079999999999995,24.89,24.89,1.1281639212535153,1.0,0,True,9
260209-1,PMBTA-6,GOX,0.759796818775084,,0.759796818775084,,-0.2747042251614571,,12.657464685988462,9.617101402172,25.67809523809523,24.89,24.89,1.0316631272838581,1.0,0,True,10
260209-1,PMBTA-2,GOX,0.8938563721051337,,0.7552863175188989,,-0.11221017431595921,,12.657464685988462,11.313955464266492,21.031428571428567,24.89,24.89,0.844975033002353,0.844975033002353,0,True,11
260209-1,PMPC,GOX,1.130384649091661,,0.7065093286876629,,0.12255797222843788,,12.657464685988462,14.307803777461158,15.55666666666666,24.89,24.89,0.6250167403240924,0.6250167403240924,0,True,12
260209-1,PMBTA-1,GOX,0.6075840927854106,,0.6075840927854106,,-0.4982646890090738,,12.657464685988462,7.690474198199671,26.879999999999992,24.89,24.89,1.0799517878666127,1.0,0,True,13
260209-1,PMBTA-10,GOX,0.7600383753542825,,0.4340168250315602,,-0.27438635308931986,,12.657464685988462,9.620158896042874,14.21333333333333,24.89,24.89,0.5710459354493101,0.5710459354493101,0,True,14
260209-1,PMTAC,GOX,0.4371540033088563,,0.3621935993422758,,-0.8274697356507289,,12.657464685988462,5.533261359220331,20.62202020202021,24.89,24.89,0.8285263239059948,0.8285263239059948,0,True,15
