run_id,polymer_id,native_0,native_activity_rel_at_0,native_activity_min_rel_threshold,native_activity_feasible,fog,fog_native_constrained,t50_min
260209-1,PMBTA-3,0.7162562895789087,0.7162562895789087,0.7,1,1.179609067687257,1.179609067687257,14.930860117523228
260209-1,GOx with DMSO,1.004419445560466,1.004419445560466,0.7,1,0.9670816570658561,0.9670816570658561,12.240801922778278
260209-1,PMBTA-2,0.844975033002353,0.844975033002353,0.7,1,0.8938563721051337,0.8938563721051337,11.313955464266492
260209-1,PMBTA-8,1.0100441944556042,1.0100441944556042,0.7,1,0.8657730447788528,0.8657730447788528,10.958491740369036
260209-1,PMBTA-11,1.1126289004955134,1.1126289004955134,0.7,1,0.8536327745538196,0.8536327745538196,10.80482669871732
260209-1,PMBTA-4,1.0297308155885896,1.0297308155885896,0.7,1,0.8427370985971165,0.8427370985971165,10.666915065065378
260209-1,PMBTA-9,1.0634793089594212,1.0634793089594212,0.7,1,0.8155225270905708,0.8155225270905708,10.322447587276969
260209-1,PMBTA-5,0.9995982322217755,0.9995982322217755,0.7,1,0.8034924355426162,0.8034924355426162,10.170177128339525
260209-1,PMBTA-7,1.1281639212535153,1.1281639212535153,0.7,1,0.7986879954041829,0.7986879954041829,10.10936509695136
260209-1,PMBTA-6,1.0316631272838581,1.0316631272838581,0.7,1,0.759796818775084,0.759796818775084,9.617101402172
260209-1,PMBTA-1,1.0799517878666127,1.0799517878666127,0.7,1,0.6075840927854106,0.6075840927854106,7.690474198199671
260209-1,PMTAC,0.8285263239059948,0.8285263239059948,0.7,1,0.4371540033088563,0.4371540033088563,5.533261359220331
260209-1,PMPC,0.6250167403240924,0.6250167403240924,0.7,0,1.130384649091661,,14.307803777461158
260209-1,PMBTA-10,0.5710459354493101,0.5710459354493101,0.7,0,0.7600383753542825,,9.620158896042874
