run_id,polymer_id,reference_polymer_id,functional_activity_at_20_rel,functional_activity_at_20_rel_sem,abs_activity_at_20,gox_abs_activity_at_20_ref,functional_reference_source,functional_reference_round_id,functional_reference_run_id,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,use_for_bo,rank_functional
260209-1,PMBTA-7,GOX,1.0388417279758533,,8.741111111111111,8.414285714285718,same_run_gox,,260209-1,28.079999999999995,24.89,24.89,1.1281639212535153,True,1
260209-1,GOx,GOX,1.0,,8.414285714285718,8.414285714285718,same_run_gox,,260209-1,24.89,24.89,24.89,1.0,True,2
260209-1,PMBTA-11,GOX,0.9287870213167326,,7.815079365079368,8.414285714285718,same_run_gox,,260209-1,27.693333333333328,24.89,24.89,1.1126289004955134,True,3
260209-1,GOx with DMSO,GOX,0.8624787775891333,,7.257142857142854,8.414285714285718,same_run_gox,,260209-1,25.0,24.89,24.89,1.004419445560466,True,4
260209-1,PMBTA-9,GOX,0.8480475382003395,,7.135714285714289,8.414285714285718,same_run_gox,,260209-1,26.469999999999995,24.89,24.89,1.0634793089594212,True,5
260209-1,PMBTA-1,GOX,0.8124504810413125,,6.836190476190475,8.414285714285718,same_run_gox,,260209-1,26.879999999999992,24.89,24.89,1.0799517878666127,True,6
260209-1,PMBTA-4,GOX,0.7592906998679494,,6.388888888888891,8.414285714285718,same_run_gox,,260209-1,25.629999999999995,24.89,24.89,1.0297308155885896,True,7
260209-1,PMBTA-8,GOX,0.7231208519833303,,6.084545454545454,8.414285714285718,same_run_gox,,260209-1,25.13999999999999,24.89,24.89,1.0100441944556042,True,8
260209-1,PMBTA-5,GOX,0.6723362658846527,,5.657229437229438,8.414285714285718,same_run_gox,,260209-1,24.879999999999992,24.89,24.89,0.9995982322217755,True,9
260209-1,PMPC,GOX,0.6587907941897757,,5.543253968253972,8.414285714285718,same_run_gox,,260209-1,15.55666666666666,24.89,24.89,0.6250167403240924,True,10
260209-1,PMBTA-6,GOX,0.6451098420538146,,5.428138528138528,8.414285714285718,same_run_gox,,260209-1,25.67809523809523,24.89,24.89,1.0316631272838581,True,11
260209-1,PMBTA-3,GOX,0.6440757318516228,,5.419437229437229,8.414285714285718,same_run_gox,,260209-1,17.827619047619038,24.89,24.89,0.7162562895789087,True,12
260209-1,PMBTA-2,GOX,0.4959613109018879,,4.1731601731601735,8.414285714285718,same_run_gox,,260209-1,21.031428571428567,24.89,24.89,0.844975033002353,True,13
260209-1,PMBTA-10,GOX,0.4874273970154588,,4.101353383458648,8.414285714285718,same_run_gox,,260209-1,14.21333333333333,24.89,24.89,0.5710459354493101,True,14
260209-1,PMTAC,GOX,0.4181046457786694,,3.5180519480519483,8.414285714285718,same_run_gox,,260209-1,20.62202020202021,24.89,24.89,0.8285263239059948,True,15
