plate_id,well,row,col,heat_min,polymer_id,sample_name,source_file,use_for_bo,include_in_all_polymers,all_polymers_pair,status,abs_activity,slope,intercept,r2,n,t_start,t_end,select_method,select_method_used,exclude_reason,dy,mono_frac,down_steps,pos_steps,pos_steps_eps,pos_eps,rmse,snr,start_idx_used,skip_indices,skip_count,run_id
plate1,A1,A,1,0.0,PMBTA-1,,1-plate5.csv,True,True,False,ok,26.026666666666664,26.026666666666664,292.17333333333386,0.9990551373007511,6,6.0,156.0,initial_positive,initial_positive,,3136.5,1.0,0,5,5,221.83402499999997,41.00840022347711,76.48432962289255,0,,0,260216-3
plate1,A2,A,2,5.0,PMBTA-1,,1-plate5.csv,True,True,False,ok,22.563809523809514,22.563809523809514,415.3314285714286,0.9989396886664416,6,6.0,156.0,initial_positive,initial_positive,,2708.5,1.0,0,5,5,176.80005,37.66380098664901,71.91255075291078,0,,0,260216-3
plate1,A3,A,3,10.0,PMBTA-1,,1-plate5.csv,True,True,False,ok,15.599999999999994,15.599999999999994,433.0666666666668,0.9995469390919937,6,6.0,156.0,initial_positive,initial_positive,,1874.0,1.0,0,5,5,73.944675,17.01633202413353,110.12949191059958,0,,0,260216-3
plate1,A4,A,4,15.0,PMBTA-1,,1-plate5.csv,True,True,False,ok,11.463492063492069,11.463492063492069,441.8023809523799,0.9996516226260638,8,6.0,216.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,2064.0,1.0,0,7,7,48.925799999999995,14.710196496049212,140.31083816957837,0,,0,260216-3
plate1,A5,A,5,20.0,PMBTA-1,,1-plate5.csv,True,True,False,ok,5.6984126984127,5.6984126984127,353.72619047619014,0.9987490354674241,8,6.0,216.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,1036.5,1.0,0,7,7,16.679249999999996,13.862741259869734,74.76876186100476,0,,0,260216-3
plate1,A6,A,6,40.0,PMBTA-1,,1-plate5.csv,True,True,False,ok,0.5292640692640694,0.5292640692640694,287.09281385281383,0.9976386571862806,21,6.0,606.0,initial_positive_ext,initial_positive_ext,,72.0,1.0,0,5,5,2.2239,5.434457961318065,13.248791418109338,0,,0,260216-3
plate1,A7,A,7,60.0,PMBTA-1,,1-plate5.csv,True,True,False,ok,0.11283713013877997,0.11283713013877997,273.07395915161027,0.9955418972038187,18,36.0,606.0,full_range_outlier_skip_intskip2,full_range_outlier_skip_intskip2,,61.0,1.0,0,17,17,0.0,1.270004456917389,48.03132750259307,1,"0,13,1",3,260216-3
plate1,B1,B,1,0.0,PMBTA-2,,1-plate5.csv,True,True,False,ok,28.623333333333324,28.623333333333324,445.45999999999987,0.9998914360819084,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,2568.0,1.0,0,5,5,243.51704999999998,10.003749297138503,256.7037541348922,0,,0,260216-3
plate1,B2,B,2,5.0,PMBTA-2,,1-plate5.csv,True,True,False,ok,20.07428571428571,20.07428571428571,463.98285714285777,0.9990358768857535,6,6.0,156.0,initial_positive,initial_positive,,2414.5,1.0,0,5,5,132.32205,31.950706080580087,75.56953495520646,0,,0,260216-3
plate1,B3,B,3,10.0,PMBTA-2,,1-plate5.csv,True,True,False,ok,15.171428571428565,15.171428571428565,504.78095238095284,0.9995151667799757,6,6.0,156.0,initial_positive,initial_positive,,1821.5,1.0,0,5,5,81.17235,17.11956089037818,106.39875705127713,0,,0,260216-3
plate1,B4,B,4,15.0,PMBTA-2,,1-plate5.csv,True,True,False,ok,9.900000000000004,9.900000000000004,428.3499999999995,0.9996277816039928,8,6.0,216.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,1782.5,1.0,0,7,7,32.802525,13.131545986668957,135.7418236824091,0,,0,260216-3
plate1,B5,B,5,20.0,PMBTA-2,,1-plate5.csv,True,True,False,ok,4.051298701298702,4.051298701298702,368.63593073593125,0.9990118112626049,21,6.0,606.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,905.5,1.0,0,8,8,8.339624999999998,4.568072235704824,198.22366050218315,0,,0,260216-3
plate1,B6,B,6,40.0,PMBTA-2,,1-plate5.csv,True,True,False,ok,0.4048484848484849,0.4048484848484849,258.5925541125542,0.9985323484039145,21,6.0,606.0,initial_positive_ext,initial_positive_ext,,55.5,1.0,0,5,5,1.6679249999999999,3.8400562165197103,14.452913413409837,0,,0,260216-3
plate1,B7,B,7,60.0,PMBTA-2,,1-plate5.csv,True,True,False,ok,0.09791979949874698,0.09791979949874698,237.31774436090222,0.9809974528183358,20,6.0,606.0,initial_positive_ext_intskip1,initial_positive_ext_intskip1,,61.0,1.0,0,3,3,3.3358499999999998,2.357542686527013,25.87439894453643,0,0,1,260216-3
plate1,C1,C,1,0.0,PMBTA-3,,1-plate5.csv,True,True,False,ok,25.299999999999994,25.299999999999994,433.2000000000001,0.9983557175036714,6,6.0,156.0,initial_positive,initial_positive,,3046.0,1.0,0,5,5,217.94219999999996,52.60544965432124,57.90274619864846,0,,0,260216-3
plate1,C2,C,2,5.0,PMBTA-3,,1-plate5.csv,True,True,False,ok,20.071428571428562,20.071428571428562,454.3809523809526,0.99924746733496,6,6.0,156.0,initial_positive,initial_positive,,2416.0,1.0,0,5,5,121.20255,28.220784865284998,85.61065936092687,0,,0,260216-3
plate1,C3,C,3,10.0,PMBTA-3,,1-plate5.csv,True,True,False,ok,16.26095238095238,16.26095238095238,520.1961904761907,0.9990805115262664,6,6.0,156.0,initial_positive,initial_positive,,1953.5,1.0,0,5,5,113.974875,25.27455587350985,77.29117020993344,0,,0,260216-3
plate1,C4,C,4,15.0,PMBTA-3,,1-plate5.csv,True,True,False,ok,11.164761904761901,11.164761904761901,472.8209523809527,0.9997518650586086,6,6.0,156.0,initial_positive,initial_positive,,1340.0,1.0,0,5,5,41.698125,9.011808831344505,148.69378890274703,0,,0,260216-3
plate1,C5,C,5,20.0,PMBTA-3,,1-plate5.csv,True,True,False,ok,4.7952813852813865,4.7952813852813865,395.2153246753257,0.998736629278734,21,6.0,606.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,1368.0,1.0,0,10,10,10.007549999999998,8.451661287131481,161.86166879199928,0,,0,260216-3
plate1,C6,C,6,40.0,PMBTA-3,,1-plate5.csv,True,True,False,ok,0.5698268398268396,0.5698268398268396,263.0615584415586,0.9991731002429185,21,6.0,606.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,328.5,1.0,0,20,20,3.3358499999999998,2.977871386794504,110.31369637273012,0,,0,260216-3
plate1,C7,C,7,60.0,PMBTA-3,,1-plate5.csv,True,True,False,ok,0.1569005847953216,0.1569005847953216,237.38666666666666,0.9922326336624929,19,66.0,606.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,79.5,1.0,0,15,7,4.4478,2.2810593511830275,34.8522277417876,0,,0,260216-3
