plate_id,time_s,A1,A2,A3,A4,A5,A6,A7,B1,B2,B3,B4,B5,B6,B7,C1,C2,C3,C4,C5,C6,C7,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,F1,F2,F3,F4,F5,F6,F7,G1,G2,G3,G4,G5,G6,G7,H1,H2,H3,H4,H5,H6,H7
plate1,306.0,530.0,610.0,766.0,734.0,560.0,148.0,66.0,474.0,532.0,582.0,788.0,780.0,196.0,92.0,450.0,484.0,618.0,810.0,708.0,206.0,88.0,472.0,506.0,576.0,742.0,806.0,276.0,124.0,456.0,472.0,612.0,758.0,632.0,174.0,98.0,506.0,466.0,712.0,766.0,564.0,114.0,58.0,442.0,532.0,772.0,642.0,510.0,174.0,98.0,374.0,462.0,740.0,668.0,506.0,130.0,62.0
plate1,336.0,452.0,530.0,684.0,832.0,578.0,164.0,66.0,442.0,468.0,552.0,736.0,720.0,226.0,94.0,464.0,468.0,592.0,762.0,702.0,224.0,94.0,488.0,496.0,520.0,714.0,818.0,256.0,134.0,426.0,424.0,554.0,764.0,752.0,220.0,76.0,390.0,448.0,648.0,808.0,602.0,126.0,62.0,462.0,494.0,726.0,650.0,528.0,178.0,96.0,368.0,470.0,778.0,674.0,548.0,138.0,64.0
plate1,366.0,436.0,486.0,638.0,798.0,574.0,194.0,60.0,386.0,368.0,498.0,624.0,838.0,278.0,96.0,390.0,428.0,550.0,716.0,794.0,246.0,96.0,412.0,470.0,534.0,624.0,840.0,288.0,130.0,398.0,418.0,550.0,762.0,702.0,192.0,82.0,354.0,440.0,582.0,814.0,610.0,138.0,66.0,430.0,446.0,646.0,758.0,600.0,222.0,82.0,332.0,396.0,648.0,778.0,566.0,146.0,74.0
plate1,396.0,410.0,420.0,556.0,832.0,628.0,196.0,74.0,360.0,326.0,516.0,584.0,812.0,284.0,102.0,400.0,368.0,472.0,644.0,754.0,272.0,102.0,352.0,372.0,448.0,576.0,782.0,350.0,140.0,324.0,348.0,500.0,714.0,826.0,218.0,106.0,346.0,404.0,536.0,872.0,722.0,142.0,66.0,376.0,438.0,572.0,776.0,578.0,204.0,82.0,310.0,384.0,612.0,782.0,642.0,170.0,68.0
plate1,426.0,364.0,404.0,510.0,774.0,714.0,182.0,66.0,316.0,308.0,432.0,556.0,752.0,282.0,100.0,336.0,378.0,458.0,604.0,744.0,276.0,108.0,352.0,348.0,406.0,512.0,708.0,332.0,162.0,340.0,336.0,462.0,652.0,790.0,238.0,96.0,328.0,386.0,502.0,854.0,628.0,158.0,68.0,356.0,406.0,570.0,762.0,652.0,212.0,98.0,256.0,368.0,564.0,780.0,652.0,166.0,72.0
plate1,456.0,356.0,382.0,510.0,700.0,720.0,206.0,84.0,284.0,328.0,374.0,498.0,702.0,300.0,126.0,314.0,352.0,400.0,544.0,774.0,268.0,146.0,290.0,338.0,326.0,462.0,668.0,372.0,136.0,304.0,340.0,378.0,604.0,902.0,238.0,120.0,318.0,322.0,454.0,796.0,750.0,174.0,64.0,350.0,342.0,512.0,806.0,686.0,264.0,110.0,236.0,292.0,510.0,774.0,612.0,190.0,68.0
plate1,486.0,296.0,320.0,428.0,638.0,786.0,202.0,100.0,292.0,294.0,376.0,492.0,710.0,374.0,134.0,310.0,308.0,336.0,484.0,674.0,300.0,124.0,266.0,290.0,326.0,402.0,564.0,372.0,186.0,298.0,280.0,368.0,562.0,816.0,292.0,110.0,332.0,302.0,440.0,730.0,742.0,156.0,86.0,312.0,336.0,446.0,754.0,704.0,244.0,106.0,264.0,274.0,448.0,748.0,710.0,202.0,98.0
plate1,516.0,290.0,296.0,426.0,642.0,774.0,228.0,84.0,272.0,250.0,318.0,436.0,668.0,358.0,132.0,282.0,278.0,352.0,456.0,622.0,366.0,142.0,282.0,258.0,318.0,388.0,570.0,420.0,184.0,286.0,276.0,348.0,516.0,762.0,288.0,134.0,248.0,266.0,380.0,664.0,740.0,186.0,94.0,284.0,324.0,418.0,704.0,762.0,250.0,122.0,242.0,236.0,396.0,702.0,712.0,184.0,96.0
plate1,546.0,240.0,298.0,392.0,542.0,830.0,248.0,78.0,242.0,272.0,314.0,398.0,604.0,396.0,142.0,272.0,312.0,350.0,428.0,626.0,324.0,134.0,252.0,256.0,308.0,376.0,502.0,432.0,186.0,256.0,292.0,318.0,442.0,724.0,328.0,138.0,242.0,280.0,358.0,664.0,868.0,196.0,82.0,270.0,280.0,392.0,640.0,758.0,290.0,128.0,196.0,238.0,408.0,700.0,802.0,190.0,70.0
plate1,576.0,228.0,272.0,326.0,508.0,882.0,256.0,98.0,252.0,218.0,306.0,324.0,508.0,372.0,152.0,250.0,232.0,292.0,440.0,546.0,366.0,136.0,212.0,250.0,278.0,414.0,500.0,476.0,206.0,236.0,246.0,318.0,444.0,698.0,282.0,126.0,236.0,222.0,342.0,542.0,862.0,204.0,90.0,232.0,254.0,378.0,632.0,840.0,278.0,144.0,194.0,264.0,352.0,594.0,834.0,206.0,98.0
plate1,606.0,220.0,236.0,304.0,502.0,824.0,278.0,100.0,218.0,252.0,222.0,360.0,450.0,426.0,144.0,252.0,242.0,246.0,352.0,540.0,394.0,150.0,182.0,210.0,246.0,314.0,462.0,482.0,212.0,202.0,210.0,242.0,366.0,556.0,336.0,152.0,206.0,214.0,294.0,538.0,828.0,198.0,86.0,230.0,254.0,354.0,550.0,820.0,304.0,142.0,168.0,196.0,340.0,570.0,862.0,208.0,78.0
plate2,6.0,176.0,174.0,182.0,124.0,114.0,56.0,36.0,170.0,168.0,126.0,126.0,106.0,54.0,70.0,140.0,148.0,118.0,96.0,102.0,26.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate2,36.0,212.0,188.0,152.0,128.0,104.0,46.0,20.0,254.0,218.0,180.0,140.0,92.0,56.0,44.0,246.0,204.0,166.0,134.0,116.0,36.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate2,66.0,340.0,288.0,252.0,150.0,138.0,42.0,32.0,344.0,310.0,224.0,162.0,128.0,50.0,50.0,322.0,328.0,218.0,172.0,128.0,40.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate2,96.0,420.0,420.0,326.0,228.0,164.0,68.0,32.0,488.0,412.0,258.0,226.0,158.0,40.0,48.0,438.0,428.0,312.0,208.0,156.0,42.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate2,126.0,516.0,476.0,376.0,290.0,198.0,68.0,32.0,636.0,518.0,330.0,250.0,154.0,56.0,50.0,570.0,500.0,336.0,240.0,212.0,66.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate2,156.0,600.0,560.0,454.0,344.0,222.0,56.0,26.0,696.0,596.0,402.0,268.0,168.0,64.0,50.0,612.0,592.0,486.0,300.0,236.0,64.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate2,186.0,720.0,594.0,530.0,344.0,272.0,90.0,44.0,752.0,678.0,464.0,362.0,220.0,58.0,44.0,764.0,644.0,490.0,360.0,262.0,84.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate2,216.0,792.0,708.0,596.0,468.0,296.0,76.0,36.0,850.0,708.0,546.0,360.0,260.0,80.0,62.0,768.0,690.0,538.0,406.0,276.0,90.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate2,246.0,774.0,798.0,628.0,450.0,334.0,92.0,62.0,822.0,786.0,558.0,402.0,278.0,70.0,64.0,862.0,708.0,640.0,464.0,324.0,100.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate2,276.0,764.0,830.0,734.0,524.0,388.0,118.0,50.0,838.0,882.0,592.0,420.0,334.0,90.0,80.0,832.0,812.0,650.0,480.0,338.0,80.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate2,306.0,870.0,814.0,710.0,518.0,384.0,130.0,46.0,758.0,830.0,644.0,418.0,334.0,102.0,56.0,840.0,822.0,748.0,548.0,386.0,116.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate2,336.0,794.0,806.0,824.0,600.0,438.0,134.0,58.0,816.0,778.0,800.0,482.0,356.0,98.0,64.0,794.0,832.0,754.0,562.0,408.0,136.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate2,366.0,740.0,726.0,796.0,606.0,516.0,148.0,62.0,728.0,738.0,698.0,520.0,358.0,94.0,52.0,712.0,722.0,820.0,612.0,486.0,114.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate2,396.0,734.0,766.0,866.0,664.0,464.0,154.0,74.0,738.0,758.0,804.0,582.0,362.0,126.0,64.0,724.0,744.0,804.0,616.0,486.0,118.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate2,426.0,694.0,698.0,784.0,704.0,512.0,158.0,62.0,688.0,684.0,854.0,582.0,432.0,94.0,60.0,648.0,720.0,866.0,684.0,490.0,130.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate2,456.0,686.0,666.0,790.0,710.0,538.0,146.0,76.0,664.0,642.0,814.0,560.0,432.0,138.0,80.0,576.0,664.0,794.0,696.0,526.0,150.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate2,486.0,622.0,624.0,796.0,762.0,586.0,176.0,72.0,626.0,632.0,854.0,680.0,470.0,116.0,66.0,608.0,704.0,856.0,742.0,584.0,158.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate2,516.0,664.0,620.0,722.0,798.0,600.0,210.0,80.0,598.0,650.0,810.0,722.0,536.0,140.0,68.0,614.0,618.0,790.0,804.0,574.0,176.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate2,546.0,604.0,614.0,732.0,756.0,632.0,192.0,82.0,578.0,588.0,780.0,748.0,498.0,128.0,70.0,562.0,602.0,742.0,894.0,590.0,182.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate2,576.0,576.0,534.0,648.0,896.0,618.0,204.0,98.0,532.0,540.0,726.0,772.0,512.0,154.0,86.0,496.0,570.0,714.0,822.0,616.0,192.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate2,606.0,554.0,590.0,714.0,828.0,766.0,234.0,92.0,514.0,560.0,714.0,790.0,626.0,140.0,84.0,496.0,514.0,640.0,818.0,688.0,178.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
