select_method_used,count,fraction
initial_positive_tangent,23,0.4107142857142857
initial_positive_promote_long_ext,15,0.26785714285714285
initial_positive,9,0.16071428571428573
initial_positive_ext,5,0.08928571428571429
initial_positive_post_tangent_under,2,0.03571428571428571
initial_positive_promote_long_ext_col1_consensus_t2,1,0.017857142857142856
initial_positive_promote_long_ext_tangent,1,0.017857142857142856
