run_id,polymer_id,reference_polymer_id,fog,fog_sem,fog_activity_adjusted,fog_activity_adjusted_sem,log_fog,fog_missing_reason,t50_min,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,activity_weight,t50_censored,use_for_bo,rank_fog
260209-group_mean,PMBTA-11,GOX,1.1671548148568793,0.31352204030305975,1.1439660040535347,0.3072930437871539,0.1545690050515275,,12.272611311182118,23.691428571428567,24.171666666666667,24.171666666666667,0.9801321893992374,0.9801321893992374,0,True,1
260209-group_mean,PMBTA-4,GOX,1.101880812646114,0.2591437140489972,1.0560563941416474,0.2483665865510916,0.09701854938795107,,11.648480217399651,23.16642857142856,24.171666666666667,24.171666666666667,0.9584125451876947,0.9584125451876947,0,True,2
260209-group_mean,GOx,GOX,1.0,0.0,1.0,0.0,0.0,,10.968636004540528,24.171666666666667,24.171666666666667,24.171666666666667,1.0,1.0,0,True,3
260209-group_mean,GOx with DMSO,GOX,0.9665897315317276,0.0004919255341284123,0.9665897315317276,0.0004919255341284123,-0.03398114291360656,,10.603001708849243,25.111666666666665,24.171666666666667,24.171666666666667,1.0388885058263806,1.0,0,True,4
260209-group_mean,PMBTA-3,GOX,1.102803893150996,0.076805174536261,0.962000078540982,0.06699884212878848,0.09785593040338073,,12.225965270003933,21.085476190476186,24.171666666666667,24.171666666666667,0.8723219826439848,0.8723219826439848,0,True,5
260209-group_mean,PMBTA-7,GOX,0.9546784348135402,0.15599043940935725,0.9546784348135402,0.15599043940935725,-0.04638071267619654,,10.208079124748005,26.556666666666665,24.171666666666667,24.171666666666667,1.0986692408467214,1.0,0,True,6
260209-group_mean,PMBTA-9,GOX,0.933397602365296,0.11787507527472517,0.933397602365296,0.11787507527472517,-0.06892401418056732,,10.039027739904,26.06166666666666,24.171666666666667,24.171666666666667,1.0781907191615525,1.0,0,True,7
260209-group_mean,PMBTA-8,GOX,0.9052029449203566,0.03942990014150382,0.9052029449203566,0.03942990014150382,-0.09959611189137363,,9.86225126680394,25.328333333333326,24.171666666666667,24.171666666666667,1.0478521685168583,1.0,0,True,8
260209-group_mean,PMBTA-5,GOX,0.8994773350141745,0.0959848994715583,0.8994773350141745,0.0959848994715583,-0.1059414232250998,,9.703937430891173,25.189999999999998,24.171666666666667,24.171666666666667,1.0421292146452457,1.0,0,True,9
260209-group_mean,PMBTA-2,GOX,0.9071635707573371,0.013307198652203367,0.8826707530403536,0.01294791307083902,-0.09743250250567673,,9.92787342546291,23.519047619047612,24.171666666666667,24.171666666666667,0.973000659961978,0.973000659961978,0,True,10
260209-group_mean,PMPC,GOX,1.280327573007923,0.14994292391626227,0.8240072789392504,0.09650191352371175,0.2471159616029465,,13.79021920441075,15.55666666666666,24.171666666666667,24.171666666666667,0.6435909811763081,0.6435909811763081,0,True,11
260209-group_mean,PMBTA-6,GOX,0.7953138678556819,0.03551704908059799,0.7953138678556819,0.03551704908059799,-0.2290184399075492,,8.663526114704514,27.079047619047614,24.171666666666667,24.171666666666667,1.1202805330916754,1.0,0,True,12
260209-group_mean,PMBTA-1,GOX,0.7623332213813321,0.1547491285959215,0.7623332213813321,0.1547491285959215,-0.2713715204818724,,8.100410852698777,26.863333333333326,24.171666666666667,24.171666666666667,1.1113562711163205,1.0,0,True,13
260209-group_mean,PMBTA-10,GOX,1.0520758932298415,0.292037517875559,0.6353223934983763,0.17635417372641143,0.050765253566881274,,11.046636185742866,14.596666666666664,24.171666666666667,24.171666666666667,0.603875060332345,0.603875060332345,0,True,14
260209-group_mean,PMTAC,GOX,0.6517045421230787,0.21455053881422245,0.5378929434043414,0.17708211831056175,-0.4281639760147548,,6.7859708014842335,19.950404040404045,24.171666666666667,24.171666666666667,0.8253631954935136,0.8253631954935136,0,True,15
