run_id,source_run_id,rank_in_source_run,polymer_id,t50_min,t50_definition
260209-group_mean,260209-1,1,PMBTA-3,14.930860117523228,rea50
260209-group_mean,260209-1,2,PMPC,14.307803777461158,rea50
260209-group_mean,260209-1,3,GOx with DMSO,12.240801922778278,rea50
260209-group_mean,260209-2,1,PMBTA-10,17.024355263189396,rea50
260209-group_mean,260209-2,2,PMPC,14.914339547837164,rea50
260209-group_mean,260209-2,3,PMBTA-11,11.992749360673468,rea50
260209-group_mean,260209-3,1,PMBTA-11,13.740395923646917,rea50
260209-group_mean,260209-3,2,PMPC,13.272634631360342,rea50
260209-group_mean,260209-3,3,PMBTA-4,12.630045369733926,rea50
