plate_id,well,slope_old,r2_old,n_old,t_start_old,t_end_old,select_method_used_old,slope_new,r2_new,n_new,t_start_new,t_end_new,select_method_used_new,_merge,changed,run_id
plate2,B5,1.1071428571428574,0.9702801909821941,7.0,126.0,306.0,initial_positive_ext,0.8284848484848485,0.9750951871991844,21.0,6.0,606.0,initial_positive_ext_post_full_planA,both,True,260205-R2
