polymer_id,heat_min,abs_activity,REA_percent
GOx,0.0,4.99025974025974,100.0
GOx,5.0,4.252207792207793,85.21014964216008
GOx,10.0,3.505584415584415,70.24853610930384
GOx,15.0,2.4974891774891774,50.04727824766862
GOx,20.0,1.4922510822510822,29.903274777705487
GOx,40.0,0.7614035087719296,15.257793149105682
GOx,60.0,0.23012987012987024,4.6115810019518575
PMBTA-1,0.0,4.533073593073594,100.0
PMBTA-1,5.0,3.804761904761906,83.93338044578567
PMBTA-1,10.0,3.4284848484848496,75.632675668965
PMBTA-1,15.0,2.236883116883117,49.34583723284375
PMBTA-1,20.0,1.37622549019608,30.35965470092771
PMBTA-1,40.0,0.6460651629072691,14.252254009165839
PMBTA-2,0.0,5.000088511240927,100.0
PMBTA-2,5.0,4.256033613445378,85.1191654683151
PMBTA-2,10.0,3.4861512605042013,69.72179097763622
PMBTA-2,15.0,2.505553026854801,50.110173474368565
PMBTA-2,20.0,1.489836302675694,29.79619859381139
PMBTA-2,40.0,0.7520800141617991,15.04133401780816
PMBTA-2,60.0,0.2608957337581879,5.217822307978275
PMBTA-3,0.0,11.823333333333332,100.0
PMBTA-3,5.0,9.836190476190469,83.1930403963107
PMBTA-3,10.0,8.180952380952384,69.19328204921668
PMBTA-3,15.0,5.880555555555553,49.73686683582368
PMBTA-3,20.0,3.8293939393939396,32.38844606197299
PMBTA-3,40.0,2.1206060606060633,17.935771586744263
PMBTA-3,60.0,0.7266233766233771,6.145672765351371
PMBTA-4,0.0,3.9935457516339867,100.0
PMBTA-4,5.0,3.4160130718954256,85.53834823346497
PMBTA-4,10.0,2.7915032679738565,69.9003702870236
PMBTA-4,15.0,1.9789215686274508,49.5529960516356
PMBTA-4,20.0,1.1919117647058828,29.845952415048803
PMBTA-4,40.0,0.6801587301587302,17.031449555334092
PMBTA-4,60.0,0.21876456876456946,5.477953236796158
PMBTA-5,0.0,2.958787878787879,99.99999999999999
PMBTA-5,5.0,2.5925252525252533,87.62119349993175
PMBTA-5,10.0,2.08909090909091,70.6063088897993
PMBTA-5,15.0,1.5143434343434345,51.18120988665847
PMBTA-5,20.0,0.8866666666666663,29.967226546497322
PMBTA-5,40.0,0.3993939393939387,13.498566161409233
PMBTA-5,60.0,0.19999999999999737,6.759524784924122
PMPC,0.0,2.0607142857142886,100.0
PMPC,5.0,1.666666666666669,80.87810514153668
PMPC,10.0,1.480952380952384,71.86597342576549
PMPC,15.0,0.8476190476190477,41.13229347198146
PMPC,20.0,0.5630952380952399,27.325245522819227
PMPC,40.0,0.37023809523809537,17.966493356441347
PMTAC,0.0,0.7496031746031758,100.0
PMTAC,5.0,1.128571428571431,150.55584965590268
PMTAC,10.0,0.6628205128205127,88.42285295435094
PMTAC,15.0,0.95333333333333,127.17840127051285
