run_id,polymer_id,native_0,native_activity_rel_at_0,native_activity_min_rel_threshold,native_activity_feasible,fog,fog_native_constrained,t50_min
260209-3,PMBTA-11,0.8395192073418339,0.8395192073418339,0.7,1,1.4806768551599392,1.4806768551599392,13.740395923646917
260209-3,PMBTA-4,0.8827255745959551,0.8827255745959551,0.7,1,1.3610245266951113,1.3610245266951113,12.630045369733926
260209-3,PMBTA-7,1.0673678226264924,1.0673678226264924,0.7,1,1.1106688742228974,1.1106688742228974,10.306793152544651
260209-3,PMBTA-9,1.0938032973280272,1.0938032973280272,0.7,1,1.0512726776400212,1.0512726776400212,9.75560789253103
260209-3,PMBTA-3,1.0379476975554291,1.0379476975554291,0.7,1,1.025998718614735,1.025998718614735,9.521070422484636
260209-3,PMBTA-5,1.0872654917566802,1.0872654917566802,0.7,1,0.9954622344857329,0.9954622344857329,9.237697733442822
260209-3,GOx with DMSO,1.07546901648664,1.07546901648664,0.7,1,0.9660978059975991,0.9660978059975991,8.965201494920208
260209-3,PMBTA-8,1.0879761227970437,1.0879761227970437,0.7,1,0.9446328450618603,0.9446328450618603,8.766010793238843
260209-3,PMBTA-2,1.1088686753837407,1.1088686753837407,0.7,1,0.9204707694095403,0.9204707694095403,8.541791386659327
260209-3,PMBTA-1,1.1446844798180784,1.1446844798180784,0.7,1,0.9170823499772536,0.9170823499772536,8.510347507197883
260209-3,PMTAC,0.822006305235413,0.822006305235413,0.7,1,0.8662550809373012,0.8662550809373012,8.038680243748136
260209-3,PMBTA-6,1.2143263217737352,1.2143263217737352,0.7,1,0.83083091693628,0.83083091693628,7.709950827237026
260209-3,PMPC,0.6633030130756109,0.6633030130756109,0.7,0,1.4302704969241857,,13.272634631360342
260209-3,PMBTA-10,0.6387151790790221,0.6387151790790221,0.7,0,1.3441134111054003,,12.47311347544286
