run_id,polymer_id,reference_polymer_id,fog,fog_sem,fog_activity_adjusted,fog_activity_adjusted_sem,log_fog,fog_missing_reason,gox_t50_same_run_min,t50_min,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,activity_weight,t50_censored,use_for_bo,rank_fog
260209-3,PMBTA-11,GOX,1.4806768551599392,,1.2430566597732715,,0.3924993177979705,,9.279807323092594,13.740395923646917,19.68952380952381,23.45333333333333,23.45333333333333,0.8395192073418339,0.8395192073418339,0,True,1
260209-3,PMBTA-4,GOX,1.3610245266951113,,1.20141115736613,,0.30823774459079495,,9.279807323092594,12.630045369733926,20.70285714285713,23.45333333333333,23.45333333333333,0.8827255745959551,0.8827255745959551,0,True,2
260209-3,PMBTA-7,GOX,1.1106688742228974,,1.1106688742228974,,0.10496242323015721,,9.279807323092594,10.306793152544651,25.03333333333333,23.45333333333333,23.45333333333333,1.0673678226264924,1.0,0,True,3
260209-3,PMBTA-9,GOX,1.0512726776400212,,1.0512726776400212,,0.05000150414371077,,9.279807323092594,9.75560789253103,25.653333333333325,23.45333333333333,23.45333333333333,1.0938032973280272,1.0,0,True,4
260209-3,PMBTA-3,GOX,1.025998718614735,,1.025998718614735,,0.02566649783428427,,9.279807323092594,9.521070422484636,24.34333333333333,23.45333333333333,23.45333333333333,1.0379476975554291,1.0,0,True,5
260209-3,GOx,GOX,1.0,,1.0,,0.0,,9.279807323092594,9.279807323092594,23.45333333333333,23.45333333333333,23.45333333333333,1.0,1.0,0,True,6
260209-3,PMBTA-5,GOX,0.9954622344857329,,0.9954622344857329,,-0.0045480924247728455,,9.279807323092594,9.237697733442822,25.5,23.45333333333333,23.45333333333333,1.0872654917566802,1.0,0,True,7
260209-3,GOx with DMSO,GOX,0.9660978059975991,,0.9660978059975991,,-0.03449020145017733,,9.279807323092594,8.965201494920208,25.22333333333333,23.45333333333333,23.45333333333333,1.07546901648664,1.0,0,True,8
260209-3,PMPC,GOX,1.4302704969241857,,0.9487027301229637,,0.35786358507180877,,9.279807323092594,13.272634631360342,15.55666666666666,23.45333333333333,23.45333333333333,0.6633030130756109,0.6633030130756109,0,True,9
260209-3,PMBTA-8,GOX,0.9446328450618603,,0.9446328450618603,,-0.05695895072736234,,9.279807323092594,8.766010793238843,25.51666666666666,23.45333333333333,23.45333333333333,1.0879761227970437,1.0,0,True,10
260209-3,PMBTA-2,GOX,0.9204707694095403,,0.9204707694095403,,-0.08287003393592467,,9.279807323092594,8.541791386659327,26.00666666666666,23.45333333333333,23.45333333333333,1.1088686753837407,1.0,0,True,11
260209-3,PMBTA-1,GOX,0.9170823499772536,,0.9170823499772536,,-0.08655800707484416,,9.279807323092594,8.510347507197883,26.84666666666666,23.45333333333333,23.45333333333333,1.1446844798180784,1.0,0,True,12
260209-3,PMBTA-10,GOX,1.3441134111054003,,0.858505638076701,,0.2957346218038372,,9.279807323092594,12.47311347544286,14.979999999999997,23.45333333333333,23.45333333333333,0.6387151790790221,0.6387151790790221,0,True,13
260209-3,PMBTA-6,GOX,0.83083091693628,,0.83083091693628,,-0.1853289742201518,,9.279807323092594,7.709950827237026,28.48,23.45333333333333,23.45333333333333,1.2143263217737352,1.0,0,True,14
260209-3,PMTAC,GOX,0.8662550809373012,,0.7120671384726746,,-0.14357586305533976,,9.279807323092594,8.038680243748136,19.27878787878788,23.45333333333333,23.45333333333333,0.822006305235413,0.822006305235413,0,True,15
