run_id,polymer_id,reference_polymer_id,fog_native_soft,fog_native_soft_sem,log_fog_native_soft,native_activity_soft_penalty,native_activity_rel_at_0,native_activity_min_rel_threshold,native_activity_feasible,fog,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,t50_min,use_for_bo,rank_objective_native_soft
GOx_Concentration,GOx (0_1 μg_mL),GOX,,,,,,0.7,0,,15.834285714285707,,,,1.0150149155673802,True,
GOx_Concentration,GOx (0_2 μg_mL),GOX,,,,,,0.7,0,,32.61999999999999,,,,5.002555975871587,True,
GOx_Concentration,GOx (0_4 μg_mL),GOX,,,,,,0.7,0,,48.72333333333332,,,,55.22100491122026,True,
GOx_Concentration,GOx (0_8 μg_mL),GOX,,,,,,0.7,0,,61.94333333333332,,,,5.0008073196986,True,
