select_method_used,count,fraction
initial_positive_ext_tangent,51,0.5483870967741935
initial_positive_ext,21,0.22580645161290322
full_range_outlier_skip,7,0.07526881720430108
last_resort,7,0.07526881720430108
initial_positive,5,0.053763440860215055
outlier_removed,1,0.010752688172043012
initial_positive_ext_intskip1_tangent,1,0.010752688172043012
