run_id,source_run_id,rank_in_source_run,polymer_id,t50_min,t50_definition
260216-group_mean,260216-1,1,PMTAC,19.26352858803908,rea50
260216-group_mean,260216-1,2,PMBTA-10,14.495195291164034,rea50
260216-group_mean,260216-1,3,PMBTA-5,12.632594887455902,rea50
260216-group_mean,260216-2,1,PMTAC,17.723675916121287,rea50
260216-group_mean,260216-2,2,PMBTA-10,14.394700205684977,rea50
260216-group_mean,260216-2,3,PMBTA-1,11.925692437658522,rea50
260216-group_mean,260216-3,1,PMBTA-10,16.942124729062243,rea50
260216-group_mean,260216-3,2,PMTAC,14.724683538460368,rea50
260216-group_mean,260216-3,3,PMBTA-6,11.900653610435423,rea50
