plate_id,well,row,col,heat_min,polymer_id,sample_name,source_file,use_for_bo,include_in_all_polymers,all_polymers_pair,status,abs_activity,slope,intercept,r2,n,t_start,t_end,select_method,select_method_used,exclude_reason,dy,mono_frac,down_steps,pos_steps,pos_steps_eps,pos_eps,rmse,snr,start_idx_used,skip_indices,skip_count,run_id
plate1,A1,A,1,0.0,PMBTA-1,,1-plate1.csv,True,True,False,ok,26.733333333333327,26.733333333333327,349.1,0.9999860077454902,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,2408.0,1.0,0,5,5,218.498175,3.354101966249625,717.9268919757311,0,,0,260216-1
plate1,A2,A,2,5.0,PMBTA-1,,1-plate1.csv,True,True,False,ok,20.67428571428571,20.67428571428571,467.04952380952477,0.9982386266249098,6,6.0,156.0,initial_positive,initial_positive,,2487.5,1.0,0,5,5,133.43399999999997,44.49423005218212,55.90612529046224,0,,0,260216-1
plate1,A3,A,3,10.0,PMBTA-1,,1-plate1.csv,True,True,False,ok,17.33619047619047,17.33619047619047,531.6019047619051,0.999643797921994,6,6.0,156.0,initial_positive,initial_positive,,2086.0,1.0,0,5,5,102.85537500000001,16.766557795727156,124.41432674579626,0,,0,260216-1
plate1,A4,A,4,15.0,PMBTA-1,,1-plate1.csv,True,True,False,ok,11.365714285714285,11.365714285714285,491.3771428571432,0.9997545616408008,6,6.0,156.0,initial_positive,initial_positive,,1364.0,1.0,0,5,5,50.59372499999999,9.124013319127666,149.49561692773378,0,,0,260216-1
plate1,A5,A,5,20.0,PMBTA-1,,1-plate1.csv,True,True,False,ok,5.077489177489177,5.077489177489177,460.1454545454549,0.999385282204035,21,6.0,606.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,1124.5,1.0,0,8,8,8.339624999999998,4.56049867318785,246.57391232474862,0,,0,260216-1
plate1,A6,A,6,40.0,PMBTA-1,,1-plate1.csv,True,True,False,ok,0.5036796536796538,0.5036796536796538,269.11212121212134,0.999076974844062,21,6.0,606.0,initial_positive_ext,initial_positive_ext,,61.5,1.0,0,5,5,2.2239,2.514718577457432,24.456016888441102,0,,0,260216-1
plate1,A7,A,7,60.0,PMBTA-1,,1-plate1.csv,True,True,False,ok,0.11082251082251081,0.11082251082251081,246.5645021645022,0.9941516327998033,21,6.0,606.0,initial_positive_ext,initial_positive_ext,,14.5,1.0,0,5,3,2.2239,1.1845567116751323,12.240866019392763,0,,0,260216-1
plate1,B1,B,1,0.0,PMBTA-2,,1-plate1.csv,True,True,False,ok,27.819999999999993,27.819999999999993,547.1799999999996,0.998694649041762,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,2490.0,1.0,0,5,5,229.61767500000002,33.734996665184255,73.81058977752018,0,,0,260216-1
plate1,B2,B,2,5.0,PMBTA-2,,1-plate1.csv,True,True,False,ok,20.32761904761904,20.32761904761904,554.1295238095242,0.9988024943551942,6,6.0,156.0,initial_positive,initial_positive,,2436.5,1.0,0,5,5,135.101925,36.06202769215621,67.56414311472263,0,,0,260216-1
plate1,B3,B,3,10.0,PMBTA-2,,1-plate1.csv,True,True,False,ok,15.274285714285707,15.274285714285707,581.4495238095244,0.9990982726741667,6,6.0,156.0,initial_positive,initial_positive,,1837.5,1.0,0,5,5,62.2692,23.51034895395015,78.15707047135044,0,,0,260216-1
plate1,B4,B,4,15.0,PMBTA-2,,1-plate1.csv,True,True,False,ok,9.328571428571431,9.328571428571431,465.7785714285708,0.9995683067011046,8,6.0,216.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,1680.5,1.0,0,7,7,28.354725000000002,13.325928003064424,126.10754009877787,0,,0,260216-1
plate1,B5,B,5,20.0,PMBTA-2,,1-plate1.csv,True,True,False,ok,4.111904761904762,4.111904761904762,427.3285714285719,0.9993817190118373,21,6.0,606.0,initial_positive_ext,initial_positive_ext,,536.0,1.0,0,5,5,8.8956,4.3796064184983745,122.38542663010679,0,,0,260216-1
plate1,B6,B,6,40.0,PMBTA-2,,1-plate1.csv,True,True,False,ok,0.387012987012987,0.387012987012987,240.57402597402603,0.9991806387717133,21,6.0,606.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,72.5,1.0,0,7,7,2.2239,1.4945336906142173,48.51011419498729,0,,0,260216-1
plate1,B7,B,7,60.0,PMBTA-2,,1-plate1.csv,True,True,False,ok,0.09245614035087715,0.09245614035087715,218.93473684210534,0.9912284667364614,19,66.0,606.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,48.0,1.0,0,15,8,2.7798749999999997,1.4291194042025113,33.587116555003156,0,,0,260216-1
plate1,C1,C,1,0.0,PMBTA-3,,1-plate1.csv,True,True,False,ok,25.513333333333325,25.513333333333325,492.8199999999998,0.99997125563707,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,2297.0,1.0,0,5,5,176.244075,4.588027898781765,500.65083532064176,0,,0,260216-1
plate1,C2,C,2,5.0,PMBTA-3,,1-plate1.csv,True,True,False,ok,19.59428571428571,19.59428571428571,558.1961904761912,0.9988861721439173,6,6.0,156.0,initial_positive,initial_positive,,2355.5,1.0,0,5,5,130.09814999999998,33.52317369526898,70.26482699435924,0,,0,260216-1
plate1,C3,C,3,10.0,PMBTA-3,,1-plate1.csv,True,True,False,ok,16.059999999999995,16.059999999999995,605.9733333333342,0.9995260758545187,6,6.0,156.0,initial_positive,initial_positive,,1929.5,1.0,0,5,5,91.1799,17.917093018183014,107.69046061443981,0,,0,260216-1
plate1,C4,C,4,15.0,PMBTA-3,,1-plate1.csv,True,True,False,ok,10.13055555555556,10.13055555555556,531.8833333333325,0.9996640810052024,8,6.0,216.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,1821.5,1.0,0,7,7,36.138374999999996,12.765105431083056,142.6936902193147,0,,0,260216-1
plate1,C5,C,5,20.0,PMBTA-3,,1-plate1.csv,True,True,False,ok,4.605151515151516,4.605151515151516,449.2522077922086,0.9992375044447626,21,6.0,606.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,887.0,1.0,0,7,7,10.563525,13.802065925415803,64.26574143270612,0,,0,260216-1
plate1,C6,C,6,40.0,PMBTA-3,,1-plate1.csv,True,True,False,ok,0.5059307359307361,0.5059307359307361,244.85186147186155,0.9993786216562863,21,6.0,606.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,288.0,1.0,0,20,20,2.2239,2.291717405408968,125.6699448719679,0,,0,260216-1
plate1,C7,C,7,60.0,PMBTA-3,,1-plate1.csv,True,True,False,ok,0.13554112554112535,0.13554112554112535,216.52441558441572,0.9966633726380086,21,6.0,606.0,initial_positive_ext,initial_positive_ext,,18.5,1.0,0,5,3,2.2239,1.335712163651657,13.850289383761876,0,,0,260216-1
plate1,D1,D,1,0.0,PMBTA-4,,1-plate1.csv,True,True,False,ok,27.09666666666666,27.09666666666666,720.3200000000003,0.9996064844000956,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,2434.0,1.0,0,5,5,240.1812,18.03260935083987,134.97769250385838,0,,0,260216-1
plate1,D2,D,2,5.0,PMBTA-4,,1-plate1.csv,True,True,False,ok,21.899999999999995,21.899999999999995,763.6000000000007,0.9988918623621647,6,6.0,156.0,initial_positive,initial_positive,,2631.5,1.0,0,5,5,148.445325,37.37200378179721,70.41367156453234,0,,0,260216-1
plate1,D3,D,3,10.0,PMBTA-4,,1-plate1.csv,True,True,False,ok,17.425714285714278,17.425714285714278,740.3504761904769,0.9989843377120375,6,6.0,156.0,initial_positive,initial_positive,,2096.5,1.0,0,5,5,92.84782499999999,28.467581116125274,73.64517524154442,0,,0,260216-1
plate1,D4,D,4,15.0,PMBTA-4,,1-plate1.csv,True,True,False,ok,12.5647619047619,12.5647619047619,654.0876190476198,0.9996497205894342,6,6.0,156.0,initial_positive,initial_positive,,1508.0,1.0,0,5,5,51.705675,12.050423163221232,125.14083361009267,0,,0,260216-1
plate1,D5,D,5,20.0,PMBTA-4,,1-plate1.csv,True,True,False,ok,7.1961904761904725,7.1961904761904725,532.108571428572,0.999965951532076,6,6.0,156.0,initial_positive,initial_positive,,863.5,1.0,0,5,5,18.347175,2.151411496801942,401.3644071732373,0,,0,260216-1
plate1,D6,D,6,40.0,PMBTA-4,,1-plate1.csv,True,True,False,ok,0.7365800865800866,0.7365800865800866,266.41601731601736,0.9994260206224534,21,6.0,606.0,initial_positive_ext,initial_positive_ext,,92.5,1.0,0,5,5,2.2239,0.8855094489202061,104.45964197523858,0,,0,260216-1
plate1,D7,D,7,60.0,PMBTA-4,,1-plate1.csv,True,True,False,ok,0.17441558441558416,0.17441558441558416,223.48597402597412,0.9973997797871111,21,6.0,606.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,33.0,1.0,0,7,7,1.6679249999999999,0.9620786028673791,34.30073166746719,0,,0,260216-1
plate1,E1,E,1,0.0,PMBTA-5,,1-plate1.csv,True,True,False,ok,21.053333333333327,21.053333333333327,655.2799999999997,0.9992779682109624,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,1891.0,1.0,0,5,5,157.34092499999997,18.981570008826996,99.6229500046903,0,,0,260216-1
plate1,E2,E,2,5.0,PMBTA-5,,1-plate1.csv,True,True,False,ok,15.97523809523809,15.97523809523809,664.3390476190483,0.9995400393653132,6,6.0,156.0,initial_positive,initial_positive,,1916.0,1.0,0,5,5,89.511975,17.557886122177877,109.12475378113632,0,,0,260216-1
plate1,E3,E,3,10.0,PMBTA-5,,1-plate1.csv,True,True,False,ok,13.482431077694242,13.482431077694242,1990.389624060152,0.9730034654997506,20,36.0,606.0,initial_positive_tangent_post_broad_overfit_ext_neighbor_recheck_right,initial_positive_tangent_post_broad_overfit_ext_neighbor_recheck_right,,7805.0,1.0,0,19,19,0.0,388.4920213326108,20.09050269096173,1,0,1,260216-1
plate1,E4,E,4,15.0,PMBTA-5,,1-plate1.csv,True,True,False,ok,9.724761904761898,9.724761904761898,586.7942857142865,0.9999541188080231,6,6.0,156.0,initial_positive,initial_positive,,1167.0,1.0,0,5,5,35.5824,3.3749779540726212,345.78003645665984,0,,0,260216-1
plate1,E5,E,5,20.0,PMBTA-5,,1-plate1.csv,True,True,False,ok,6.945555555555556,6.945555555555556,600.1933333333337,0.9997697523283184,9,6.0,246.0,initial_positive_promote_long_ext,initial_positive_promote_long_ext,,1455.5,1.0,0,8,8,19.459125,8.164512187464691,178.2715202794982,0,,0,260216-1
plate1,E6,E,6,40.0,PMBTA-5,,1-plate1.csv,True,True,False,ok,0.41333333333333266,0.41333333333333266,236.91999999999993,0.9907216494845361,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,38.0,1.0,0,5,5,1.6679249999999999,1.3416407864998738,28.323527714976223,0,,0,260216-1
plate1,E7,E,7,60.0,PMBTA-5,,1-plate1.csv,True,True,False,ok,0.09283438040608197,0.09283438040608197,225.1281890193936,0.9856020366739232,20,6.0,606.0,initial_positive_early_steep_delayed_steep_tangent_post_broad_overfit_ext,initial_positive_early_steep_delayed_steep_tangent_post_broad_overfit_ext,,57.0,1.0,0,16,16,0.0,2.036712354230709,27.986278907559143,0,16,1,260216-1
plate1,F1,F,1,0.0,PMPC,,1-plate1.csv,True,True,False,ok,22.273333333333326,22.273333333333326,843.5599999999997,0.9986951618365257,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,2005.0,1.0,0,5,5,152.893125,27.00370344971226,74.24907489943904,0,,0,260216-1
plate1,F2,F,2,5.0,PMPC,,1-plate1.csv,True,True,False,ok,17.346666666666664,17.346666666666664,730.3199999999996,0.9995916240106184,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,1555.0,1.0,0,5,5,81.17235,11.76010204037369,132.2267438378839,0,,0,260216-1
plate1,F3,F,3,10.0,PMPC,,1-plate1.csv,True,True,False,ok,16.21333333333333,16.21333333333333,766.6199999999991,0.9997293882501088,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,1467.0,1.0,0,5,5,37.250325,8.94706655837539,163.96435529213434,0,,0,260216-1
