run_id,abs0_gox,abs0_dmso,abs0_etoh,t50_gox,t50_dmso,t50_etoh,delta_abs0_dmso_vs_gox,delta_abs0_etoh_vs_gox,delta_t50_dmso_vs_gox,delta_t50_etoh_vs_gox
260216-1,21.213333333333328,22.01333333333333,18.89,8.754330259067764,8.99259959629535,11.465711107860628,0.8000000000000007,-2.323333333333327,0.23826933722758525,2.7113808487928637
260216-2,20.820952380952377,21.826666666666657,18.852380952380944,9.47618365375417,9.193655017528464,10.801295065127643,1.00571428571428,-1.9685714285714333,-0.282528636225706,1.3251114113734737
260216-3,20.90190476190476,21.869523809523805,19.713333333333324,8.95166270843128,8.849273361406306,9.890485936520127,0.9676190476190456,-1.1885714285714357,-0.1023893470249746,0.9388232280888467
